SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-12-2020,Single Family Residential,5834 Corte Margarita,Pleasanton,CA,94566,1486000,3,2,Pleasanton,1882,11039,1997,22,790,,Sold,,,http://www.redfin.com/CA/Pleasanton/5834-Corte-Margarita-94566/home/1878747,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923750,N,Y,37.6694548,-121.8953488
PAST SALE,November-30-2020,Townhouse,5764 Belleza Dr,Pleasanton,CA,94588,900000,4,3,Verona,1928,1369,1995,4,467,295,Sold,,,http://www.redfin.com/CA/Pleasanton/5764-Belleza-Dr-94588/home/1919302,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914397,N,Y,37.6864289,-121.889158
PAST SALE,October-1-2020,Single Family Residential,2749 Camino Casa Buena,Pleasanton,CA,94566,1470000,4,2.5,Ponderosa,2489,6626,1991,64,591,,Sold,,,http://www.redfin.com/CA/Pleasanton/2749-Camino-Casa-Buena-94566/home/1923815,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40919201,N,Y,37.671192,-121.9024401
PAST SALE,November-3-2020,Single Family Residential,2478 Raven Rd,Pleasanton,CA,94566,1220000,4,2,Birdland,1882,6825,1968,31,648,,Sold,,,http://www.redfin.com/CA/Pleasanton/2478-Raven-Rd-94566/home/1195962,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40919413,N,Y,37.6804322,-121.8824323
PAST SALE,October-15-2020,Single Family Residential,1507 Poppybank,Pleasanton,CA,94566,1060000,4,2.5,Rose Park,2030,2850,1990,50,522,276,Sold,,,http://www.redfin.com/CA/Pleasanton/1507-Poppybank-Ct-94566/home/907545,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40919554,N,Y,37.679921,-121.867122
PAST SALE,July-29-2020,Single Family Residential,4604 Ross Gate Way,Pleasanton,CA,94566,1100000,4,2,The Gates,1815,6921,1976,128,606,,Sold,,,http://www.redfin.com/CA/Pleasanton/4604-Ross-Gate-Way-94566/home/1193898,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908877,N,Y,37.6840193,-121.880209
PAST SALE,September-30-2020,Single Family Residential,2769 Hartley Gate Ct,Pleasanton,CA,94566,1250000,4,3,The Gates,2179,8317,1985,65,574,,Sold,,,http://www.redfin.com/CA/Pleasanton/2769-Hartley-Gate-Ct-94566/home/1199136,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909901,N,Y,37.6874711,-121.8815429
PAST SALE,July-15-2020,Single Family Residential,3715 Oak Brook Ct,Pleasanton,CA,94588,1083000,3,2,Pleasant Meadows,1668,6200,1975,142,649,33,Sold,,,http://www.redfin.com/CA/Pleasanton/3715-Oak-Brook-Ct-94588/home/1991744,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908223,N,Y,37.6971474,-121.86629
PAST SALE,July-1-2020,Single Family Residential,3858 Stratford Ct,Pleasanton,CA,94588,1041000,3,2,Pheasant Crossng,1498,8389,1985,156,695,32,Sold,,,http://www.redfin.com/CA/Pleasanton/3858-Stratford-Ct-94588/home/1241871,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905557,N,Y,37.6977799,-121.8682912
PAST SALE,August-24-2020,Single Family Residential,4284 Diavila Ave,Pleasanton,CA,94588,1098000,3,2.5,Belvedere,1850,3350,1993,102,594,125,Sold,,,http://www.redfin.com/CA/Pleasanton/4284-Diavila-Ave-94588/home/1110565,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40910739,N,Y,37.6886815,-121.8754064
PAST SALE,November-30-2020,Single Family Residential,7745 Capewood Pl,Pleasanton,CA,94588,1118000,4,2,Highland Oaks,1593,8630,1965,4,702,33,Sold,,,http://www.redfin.com/CA/Pleasanton/7745-Capewood-Pl-94588/home/1168217,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40926639,N,Y,37.6813075,-121.9215108
PAST SALE,November-17-2020,Single Family Residential,2241 Cameron Cir,Pleasanton,CA,94588,2350000,5,3.5,Pleasanton,3679,17182,2015,17,639,70,Sold,,,http://www.redfin.com/CA/Pleasanton/2241-Cameron-Cir-94588/home/50264370,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923555,N,Y,37.6856722,-121.8645778
PAST SALE,November-13-2020,Single Family Residential,4075 St Helena Way,Dublin,CA,94568,1105000,4,2.5,Dublin,2069,2851,2018,21,534,237,Sold,,,http://www.redfin.com/CA/Dublin/4075-St-Helena-Way-94568/home/143118998,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921939,N,Y,37.736513,-121.873423
PAST SALE,October-22-2020,Condo/Co-op,7710 Canyon Meadow Cir Unit C,Pleasanton,CA,94588,440000,1,1,Canyon Meadows,790,,1991,43,557,423,Sold,,,http://www.redfin.com/CA/Pleasanton/7710-Canyon-Meadows-Cir-94588/unit-C/home/1480797,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918398,N,Y,37.6973601,-121.9492829
PAST SALE,October-14-2020,Townhouse,10885 Mcpeak Ln,DUBLIN,CA,94568,725000,3,2.5,DUBLIN,1387,5806,1997,51,523,325,Sold,,,http://www.redfin.com/CA/Dublin/10885-McPeak-Ln-94568/unit-31/home/960598,MLSListings,ML81803347,N,Y,37.6996796,-121.9568651
PAST SALE,August-18-2020,Single Family Residential,435 Del Sol Ave,PLEASANTON,CA,94566,1060000,3,2,PLEASANTON,1514,6507,1975,108,700,,Sold,,,http://www.redfin.com/CA/Pleasanton/435-Del-Sol-Ave-94566/home/1675253,MLSListings,ML81801502,N,Y,37.6587138,-121.8690473
PAST SALE,October-19-2020,Single Family Residential,216 Spring St,Pleasanton,CA,94566,1175000,4,2,Downtown Pleas.,2498,3900,1999,46,470,,Sold,,,http://www.redfin.com/CA/Pleasanton/216-Spring-St-94566/home/125223635,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920253,N,Y,37.6624155,-121.8735387
PAST SALE,August-4-2020,Single Family Residential,5432 San Juan Way,Pleasanton,CA,94566,1080000,3,2,Mission Park,1476,7042,1964,122,732,,Sold,,,http://www.redfin.com/CA/Pleasanton/5432-San-Juan-Way-94566/home/1222004,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909734,N,Y,37.6499171,-121.8771407
PAST SALE,July-21-2020,Single Family Residential,3572 Whitehall Ct,Pleasanton,CA,94588,1180000,4,3,Pleasant Meadows,2140,7284,1984,136,551,33,Sold,,,http://www.redfin.com/CA/Pleasanton/3572-Whitehall-Ct-94588/home/1189341,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908693,N,Y,37.698566,-121.867046
PAST SALE,July-31-2020,Townhouse,3689 Woodbine Way,Pleasanton,CA,94588,745000,4,2.5,Fairlands Park,1541,1050,1979,126,483,225,Sold,,,http://www.redfin.com/CA/Pleasanton/3689-Woodbine-Way-94588/home/1188796,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908698,N,Y,37.700187,-121.866362
PAST SALE,September-14-2020,Single Family Residential,4019 Rennellwood Way,Pleasanton,CA,94566,820000,3,2,Heritage Valley,1280,3486,1981,81,641,,Sold,,,http://www.redfin.com/CA/Pleasanton/4019-Rennellwood-Way-94566/home/1852743,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40912486,N,Y,37.6789881,-121.8700701
PAST SALE,September-22-2020,Single Family Residential,3895 Northwood Ct,Pleasanton,CA,94588,1090000,4,2.5,Foothill Farms,2000,7702,1968,73,545,,Sold,,,http://www.redfin.com/CA/Pleasanton/3895-Northwood-Ct-94588/home/1319676,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40912439,N,Y,37.6699818,-121.9145319
PAST SALE,October-6-2020,Single Family Residential,6650 Via San Blas,Pleasanton,CA,94566,1337000,4,2.5,Del Prado,2469,7148,1971,59,542,31,Sold,,,http://www.redfin.com/CA/Pleasanton/6650-Via-San-Blas-94566/home/1194803,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920280,N,Y,37.6672939,-121.900973
PAST SALE,October-20-2020,Single Family Residential,2265 Camino Brazos,Pleasanton,CA,94566,1270000,4,2,Del Prado,1930,6700,1971,45,658,,Sold,,,http://www.redfin.com/CA/Pleasanton/2265-Camino-Brazos-94566/home/1961183,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40919901,N,Y,37.6679307,-121.8942595
PAST SALE,November-10-2020,Single Family Residential,78 Sunflower Hill Way,Pleasanton,CA,94566,1280000,4,3,Pleasanton,2434,2527,2020,24,526,189,Sold,,,http://www.redfin.com/CA/Pleasanton/78-Sunflower-Hill-Way-94566/home/168832944,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905505,N,Y,37.6668706,-121.8650273
PAST SALE,August-7-2020,Single Family Residential,8 Deer Oaks Dr,Pleasanton,CA,94588,2450000,5,3.5,Deer Oaks,4800,38000,1986,119,510,200,Sold,,,http://www.redfin.com/CA/Pleasanton/8-Deer-Oaks-Dr-94588/home/1880330,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40910012,N,Y,37.6538381,-121.9093753
PAST SALE,November-9-2020,Single Family Residential,2690 Minton Ct,Pleasanton,CA,94566,1403000,4,3,Windsor,2342,6636,1994,25,599,150,Sold,,,http://www.redfin.com/CA/Pleasanton/2690-Minton-Ct-94566/home/1700141,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40922990,N,Y,37.6605722,-121.9063967
PAST SALE,November-10-2020,Townhouse,3024 Bolero Ct,Pleasanton,CA,94588,965000,4,3,Verona,1928,1369,1994,24,501,295,Sold,,,http://www.redfin.com/CA/Pleasanton/3024-Bolero-Ct-94588/home/1353820,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40922083,N,Y,37.6873379,-121.885758
PAST SALE,July-15-2020,Townhouse,4634 Ithaca Way,Pleasanton,CA,94588,710000,4,2.5,Las Positas Gdns,1474,1027,1973,142,482,292,Sold,,,http://www.redfin.com/CA/Pleasanton/4634-Ithaca-Way-94588/home/1193187,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904515,N,Y,37.691042,-121.88088
PAST SALE,September-28-2020,Vacant Land,1851 Rose Ave,Pleasanton,CA,94566,635000,,,Pleasanton,,42613,,67,,,Sold,,,http://www.redfin.com/CA/Pleasanton/1851-Rose-Ave-94566/home/143115842,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907518,N,Y,37.666316,-121.89313
PAST SALE,September-4-2020,Single Family Residential,4992 Wingate Dr,Pleasanton,CA,94566,1440000,4,2,Pleasanton Vally,2167,9049,1966,91,665,,Sold,,,http://www.redfin.com/CA/Pleasanton/4992-Wingate-Dr-94566/home/1852916,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40915362,N,Y,37.6727364,-121.8836995
PAST SALE,,Condo/Co-op,115 Ray St,Pleasanton,CA,94566,655000,3,2,,1371,,1987,,478,,,,,http://www.redfin.com/CA/Pleasanton/115-Ray-St-94566/home/872658,,,N,Y,37.6635415,-121.8714499
PAST SALE,September-25-2020,Single Family Residential,5932 Corte Cerritos,Pleasanton,CA,94566,1052000,3,2.5,Springwood Meado,1745,6628,1985,70,603,,Sold,,,http://www.redfin.com/CA/Pleasanton/5932-Corte-Cerritos-94566/home/1199591,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40917319,N,Y,37.6731848,-121.8996781
PAST SALE,November-10-2020,Single Family Residential,2720 Camino Segura,Pleasanton,CA,94566,1560000,5,3,Del Prado,2613,7375,1987,24,597,,Sold,,,http://www.redfin.com/CA/Pleasanton/2720-Camino-Segura-94566/home/2029263,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920643,N,Y,37.6703604,-121.9010396
PAST SALE,June-19-2020,Single Family Residential,6140 Corte Padre,Pleasanton,CA,94566,810000,2,2,Springwood Meado,1241,4790,1986,168,653,,Sold,,,http://www.redfin.com/CA/Pleasanton/6140-Corte-Padre-94566/home/1185870,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40903677,N,Y,37.670448,-121.899817
PAST SALE,July-24-2020,Single Family Residential,4890 Cobbler Ct,Pleasanton,CA,94566,1850000,4,2.5,Olde Towne,3602,15920,1984,133,514,,Sold,,,http://www.redfin.com/CA/Pleasanton/4890-Cobbler-Ct-94566/home/873386,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905474,N,Y,37.6544512,-121.8676019
PAST SALE,November-9-2020,Townhouse,665 Palomino Dr Unit A,Pleasanton,CA,94566,610000,2,2,Oak Tree Villas,1198,1521,1985,25,509,440,Sold,,,http://www.redfin.com/CA/Pleasanton/665-Palomino-Dr-94566/unit-A/home/1456328,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40922274,N,Y,37.660421,-121.856628
PAST SALE,August-4-2020,Vacant Land,3747 Trenery Dr,Pleasanton,CA,94588,1300000,,,Pleasanton,,43999,,122,,,Sold,,,http://www.redfin.com/CA/Pleasanton/3747-Trenery-Dr-94588/home/22682264,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40911983,N,Y,37.687706,-121.865416
PAST SALE,November-12-2020,Single Family Residential,584 Tawny Dr,Pleasanton,CA,94566,1300000,4,2,Vineyard Hills,1964,11700,1974,22,662,,Sold,,,http://www.redfin.com/CA/Pleasanton/584-Tawny-Dr-94566/home/1192457,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923856,N,Y,37.6636418,-121.852903
PAST SALE,October-16-2020,Single Family Residential,1844 Martin Ave,Pleasanton,CA,94588,2210000,4,3,Pleasanton,3303,21850,1989,49,669,,Sold,,,http://www.redfin.com/CA/Pleasanton/1844-Martin-Ave-94588/home/862683,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918965,N,Y,37.684808,-121.8629101
PAST SALE,November-30-2020,Condo/Co-op,194 Peters Ave Unit C,Pleasanton,CA,94566,549999,2,2,Haight Estates,878,,1989,4,626,425,Sold,,,http://www.redfin.com/CA/Pleasanton/194-Peters-Ave-94566/unit-C/home/1632796,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40925143,N,Y,37.659663,-121.878069
PAST SALE,August-6-2020,Townhouse,1664 Calle Santiago,PLEASANTON,CA,94566,690000,2,2,PLEASANTON,941,2003,1971,120,733,450,Sold,,,http://www.redfin.com/CA/Pleasanton/1664-Calle-Santiago-94566/home/725560,MLSListings,ML81797699,N,Y,37.66912,-121.887485
PAST SALE,November-18-2020,Single Family Residential,1233 Creek Trail Dr,Pleasanton,CA,94566,1830000,5,3.5,Nolan Farms,3271,6879,2000,16,559,97,Sold,,,http://www.redfin.com/CA/Pleasanton/1233-Creek-Trail-Dr-94566/home/1435728,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40925793,N,Y,37.6664961,-121.8863452
PAST SALE,November-25-2020,Single Family Residential,1530 Ridgewood Rd,Pleasanton,CA,94566,1350000,4,2,Pleasanton Vally,1854,7385,1965,9,728,,Sold,,,http://www.redfin.com/CA/Pleasanton/1530-Ridgewood-Rd-94566/home/1160668,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40924109,N,Y,37.6715445,-121.8797643
PAST SALE,July-8-2020,Townhouse,5409 Cameo Ct,Pleasanton,CA,94588,785000,2,2.5,Gold Creek,1501,2164,1991,149,523,415,Sold,,,http://www.redfin.com/CA/Pleasanton/5409-Cameo-Ct-94588/home/1179784,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906487,N,Y,37.689633,-121.925048
PAST SALE,December-3-2020,Townhouse,4189 Lucca Ct,Pleasanton,CA,94588,708000,2,2,Siena,1064,1631,1997,1,665,239,Sold,,,http://www.redfin.com/CA/Pleasanton/4189-Lucca-Ct-94588/home/1473520,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40925999,N,Y,37.695219,-121.892164
PAST SALE,June-15-2020,Single Family Residential,1038 Laguna Creek Ln,Pleasanton,CA,94566,2420000,5,5.5,Pheasant Ridge,5330,12270,2006,172,454,,Sold,,,http://www.redfin.com/CA/Pleasanton/1038-Laguna-Creek-Ln-94566/home/12114370,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904360,N,Y,37.644693,-121.8948153
PAST SALE,November-6-2020,Single Family Residential,7826 La Quinta Ct,Pleasanton,CA,94588,1400000,3,2.5,Golden Eagle,2520,6475,1995,28,556,380,Sold,,,http://www.redfin.com/CA/Pleasanton/7826-La-Quinta-Ct-94588/home/1198375,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923120,N,Y,37.6475728,-121.9004172
PAST SALE,September-22-2020,Condo/Co-op,8172 Arroyo Dr #4,Pleasanton,CA,94588,458000,2,1,Laguna Vista,810,,1972,73,565,350,Sold,,,http://www.redfin.com/CA/Pleasanton/8172-Arroyo-Dr-94588/unit-4/home/1700159,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40912975,N,Y,37.6502445,-121.9038698
PAST SALE,August-3-2020,Townhouse,691 Palomino Dr Unit A,Pleasanton,CA,94566,618000,2,2,Alameda,1198,1109,1985,123,516,440,Sold,,,http://www.redfin.com/CA/Pleasanton/691-Palomino-Dr-94566/unit-A/home/1900006,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908666,N,Y,37.660169,-121.8562523
PAST SALE,August-24-2020,Single Family Residential,27 Grey Eagle Ct,Pleasanton,CA,94566,3731250,6,5.5,Grey Eagle Estates,7000,228254,1997,102,533,43,Sold,,,http://www.redfin.com/CA/Pleasanton/27-Grey-Eagle-Ct-94566/home/2114783,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913858,N,Y,37.6554916,-121.8379798
PAST SALE,December-1-2020,Single Family Residential,2157 Canosa Ct,Pleasanton,CA,94566,6100000,5,6.5,Ruby Hill,10320,38718,2008,3,591,240,Sold,,,http://www.redfin.com/CA/Pleasanton/2157-Canosa-Ct-94566/home/22723684,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923281,N,Y,37.6340677,-121.814045
PAST SALE,November-30-2020,Single Family Residential,5734 Athenour Ct,Pleasanton,CA,94588,1350000,4,2.5,Moller Ranch,2131,4993,1997,4,634,75,Sold,,,http://www.redfin.com/CA/Pleasanton/5734-Athenour-Ct-94588/home/877425,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927054,N,Y,37.6834179,-121.9356006
PAST SALE,July-17-2020,Single Family Residential,4454 Linda Way,Pleasanton,CA,94566,1060000,3,2,Downtown Pleas.,1496,8000,1957,140,709,,Sold,,,http://www.redfin.com/CA/Pleasanton/4454-Linda-Way-94566/home/780283,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905110,N,Y,37.6562652,-121.8667347
PAST SALE,August-26-2020,Single Family Residential,3981 Vineyard Ave,Pleasanton,CA,94566,1150000,3,2,Downtown Area,2004,7500,1957,100,574,,Sold,,,http://www.redfin.com/CA/Pleasanton/3981-Vineyard-Ave-94566/home/1569578,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906851,N,Y,37.6632614,-121.8662455
PAST SALE,June-22-2020,Single Family Residential,246 Trenton Cir,Pleasanton,CA,94566,910000,3,2,Reflections,1075,4070,1994,165,847,109,Sold,,,http://www.redfin.com/CA/Pleasanton/246-Trenton-Cir-94566/home/1188086,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904899,N,Y,37.667303,-121.8681134
PAST SALE,June-19-2020,Single Family Residential,4022 Alvarado St,Pleasanton,CA,94566,858000,3,2,Amador Estates,1159,6500,1964,168,740,,Sold,,,http://www.redfin.com/CA/Pleasanton/4022-Alvarado-St-94566/home/1918286,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40903862,N,Y,37.6736549,-121.8692029
PAST SALE,August-7-2020,Single Family Residential,1397 Kolln St,Pleasanton,CA,94566,934000,3,2,Amador Estates,1236,6500,1965,119,756,,Sold,,,http://www.redfin.com/CA/Pleasanton/1397-Kolln-St-94566/home/1202701,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40910342,N,Y,37.6750409,-121.8685136
PAST SALE,September-2-2020,Single Family Residential,7272 Carneros Ln,Dublin,CA,94568,1005000,4,3.5,Dublin,2282,1686,2017,93,440,215,Sold,,,http://www.redfin.com/CA/Dublin/7272-Carneros-Ln-94568/home/112887067,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40910867,N,Y,37.7369478,-121.8745071
PAST SALE,June-30-2020,Single Family Residential,1039 Nelson Ct,Pleasanton,CA,94566-7805,1875000,4,3,Ventana Hills,3050,12249,1989,157,615,,Sold,,,http://www.redfin.com/CA/Pleasanton/1039-Nelson-Ct-94566/home/1818967,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904877,N,Y,37.6484849,-121.8689583
PAST SALE,July-7-2020,Single Family Residential,7256 Kenwood Rd,Dublin,CA,94568,1230000,4,4,Dublin,3015,2975,2017,150,408,250,Sold,,,http://www.redfin.com/CA/Dublin/7256-Kenwood-Rd-94568/home/113009499,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907390,N,Y,37.7361719,-121.8759152
PAST SALE,August-18-2020,Single Family Residential,4222 Bevilacqua Ct,Pleasanton,CA,94566,1450000,4,3,Pleasanton Hgts,2747,13789,1964,108,528,,Sold,,,http://www.redfin.com/CA/Pleasanton/4222-Bevilacqua-Ct-94566/home/872341,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907419,N,Y,37.6598208,-121.8673573
PAST SALE,August-31-2020,Single Family Residential,182 Valletta Ln,Pleasanton,CA,94566,870000,4,3,Down Town,1912,2152,2016,95,455,,Sold,,,http://www.redfin.com/CA/Pleasanton/182-Valletta-Ln-94566/home/112886077,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907418,N,Y,37.6624899,-121.8703314
PAST SALE,September-24-2020,Single Family Residential,301 Diamond Ct,Pleasanton,CA,94566,1250000,4,2.5,Downtown Area,2110,7377,1994,71,592,,Sold,,,http://www.redfin.com/CA/Pleasanton/301-Diamond-Ct-94566/home/1202894,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916663,N,Y,37.6434985,-121.8811205
PAST SALE,September-3-2020,Single Family Residential,686 Happy Valley Rd,Pleasanton,CA,94566,2590000,5,3.5,Happy Valley,4121,87120,1964,92,628,,Sold,,,http://www.redfin.com/CA/Pleasanton/686-Happy-Valley-Rd-94566/home/1687199,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909309,N,Y,37.6350977,-121.8756955
PAST SALE,June-23-2020,Single Family Residential,3091 Chardonnay Dr,Pleasanton,CA,94566,1015000,4,2.5,Vintage Hills,2050,8125,1972,164,495,,Sold,,,http://www.redfin.com/CA/Pleasanton/3091-Chardonnay-Dr-94566/home/1911533,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902988,N,Y,37.6644999,-121.8493003
PAST SALE,June-30-2020,Townhouse,4419 Newman Pl,Pleasanton,CA,94588,887000,3,2.5,Pleas Meadows,1640,2695,1998,157,541,210,Sold,,,http://www.redfin.com/CA/Pleasanton/4419-Newman-Pl-94588/home/1403141,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40901351,N,Y,37.6936478,-121.8776743
PAST SALE,June-26-2020,Single Family Residential,4090 Nevis St,Pleasanton,CA,94566,970000,3,2,Jensen Tract,1610,6914,1961,161,602,,Sold,,,http://www.redfin.com/CA/Pleasanton/4090-Nevis-St-94566/home/1895814,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904127,N,Y,37.6710419,-121.8707371
PAST SALE,July-7-2020,Single Family Residential,1372 Hearst Dr,Pleasanton,CA,94566,2120000,6,3.5,Kottinger Ranch,3960,27471,1997,150,535,145,Sold,,,http://www.redfin.com/CA/Pleasanton/1372-Hearst-Dr-94566/home/1185989,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906472,N,Y,37.6518034,-121.8477657
PAST SALE,September-10-2020,Single Family Residential,4190 Rennellwood Way,Pleasanton,CA,94566,941000,3,2,Heritage Gardens,1246,3486,1976,85,755,,Sold,,,http://www.redfin.com/CA/Pleasanton/4190-Rennellwood-Way-94566/home/1188820,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40915806,N,Y,37.6793113,-121.8707371
PAST SALE,June-24-2020,Single Family Residential,4156 Jensen St,Pleasanton,CA,94566,890000,4,1.5,Jensen Tract,1822,6014,1954,163,488,,Sold,,,http://www.redfin.com/CA/Pleasanton/4156-Jensen-St-94566/home/1593964,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904567,N,Y,37.6677636,-121.870626
PAST SALE,August-21-2020,Single Family Residential,3666 Reflections Dr,Pleasanton,CA,94566,910000,3,2,Reflections,1075,4028,1995,105,847,109,Sold,,,http://www.redfin.com/CA/Pleasanton/3666-Reflections-Dr-94566/home/1870528,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913008,N,Y,37.668838,-121.8637551
PAST SALE,June-29-2020,Single Family Residential,8238 Regency Dr,Pleasanton,CA,94588,2268000,4,3.5,Laguna Oaks,3853,20850,1999,158,589,190,Sold,,,http://www.redfin.com/CA/Pleasanton/8238-Regency-Dr-94588/home/1185744,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904807,N,Y,37.6634227,-121.9127093
PAST SALE,September-4-2020,Townhouse,4573 Shawnee Way,PLEASANTON,CA,94588,530000,3,1.5,PLEASANTON,1130,901,1971,91,469,285,Sold,,,http://www.redfin.com/CA/Pleasanton/4573-Shawnee-Way-94588/home/1902428,MLSListings,ML81803060,N,Y,37.6915509,-121.880413
PAST SALE,July-28-2020,Single Family Residential,1033 Riesling Dr,Pleasanton,CA,94566,1305000,4,2.5,Vintage Hills,2012,9054,1966,129,649,,Sold,,,http://www.redfin.com/CA/Pleasanton/1033-Riesling-Dr-94566/home/1190306,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907836,N,Y,37.6565863,-121.8544597
PAST SALE,August-7-2020,Single Family Residential,4331 DOUGLAS Ct,Pleasanton,CA,94588,990000,3,2,Val Vista,1555,7000,1969,119,637,,Sold,,,http://www.redfin.com/CA/Pleasanton/4331-Douglas-Ct-94588/home/1950158,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40911488,N,Y,37.6854738,-121.9082417
PAST SALE,October-2-2020,Single Family Residential,2130 Pomezia Ct,Pleasanton,CA,94566,1975000,3,3,Ruby Hill,2627,8345,1998,63,752,240,Sold,,,http://www.redfin.com/CA/Pleasanton/2130-Pomezia-Ct-94566/home/1117019,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40917422,N,Y,37.6399184,-121.8187612
PAST SALE,,Single Family Residential,5505 Black Ave,Pleasanton,CA,94566,612500,3,3,,1950,7338,1969,,314,,,,,http://www.redfin.com/CA/Pleasanton/5505-Black-Ave-94566/home/1693227,,,N,Y,37.6715668,-121.8908804
PAST SALE,July-30-2020,Single Family Residential,2528 Willowren Way,Pleasanton,CA,94566,1390000,4,2.5,Birdland,2024,6825,1968,127,687,,Sold,,,http://www.redfin.com/CA/Pleasanton/2528-Willowren-Way-94566/home/1508405,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909794,N,Y,37.678544,-121.8887685
PAST SALE,October-19-2020,Single Family Residential,1865 Rosetree Ct,Pleasanton,CA,94566,1350000,4,3,Pleasanton Vally,2344,6736,1965,46,576,,Sold,,,http://www.redfin.com/CA/Pleasanton/1865-Rosetree-Ct-94566/home/1194291,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920437,N,Y,37.6753401,-121.8783413
