property_type,zipcode,price,beds,baths,sqft,lot_size,days_on_market,price_per_sqft,hoa_month,property_age,school_rating,school_count,median_income,hotness_score,supply_score,demand_score,university_count,barts,malls,universities,bedBath,AvgRoomSize
0,95054,1199000,4,2,1692,7669,77,709,0.0,59,6,4,123048,47.71,81.97,13.45,1,0,0,1,8,282.0
1,95054,925000,3,2,1361,0,42,680,411.0,15,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,272.2
1,95051,750000,2,2,1047,0,141,716,604.0,35,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,261.75
0,95050,1255000,2,1,936,3824,111,1341,0.0,101,6,6,73016,54.05,83.99,24.1,1,0,0,1,2,312.0
0,95050,1049000,3,1,1027,6449,14,1021,0.0,132,6,6,73016,54.05,83.99,24.1,1,0,0,1,3,256.75
2,95050,1196000,3,2,1636,856,25,731,436.0,40,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,327.2
0,95051,1780000,3,3,2284,6671,111,779,0.0,61,6,14,106660,60.92,90.86,30.97,1,0,0,1,9,380.667
1,95051,680000,2,2,1137,0,63,598,509.0,52,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,284.25
0,95051,1750000,4,3,1662,5352,128,1053,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,237.429
0,95051,1700000,4,2,1785,7966,111,952,0.0,46,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,297.5
2,95050,1142000,3,2,1655,1264,149,690,584.0,37,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,331.0
2,95050,1000000,2,2,1573,1431,129,636,546.0,40,6,6,73016,54.05,83.99,24.1,1,0,0,1,4,393.25
0,95051,1711000,3,2,1292,8119,147,1324,0.0,64,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,258.4
0,95051,1715000,4,2,1442,8151,101,1189,0.0,61,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,240.333
0,95050,1475000,3,2,1329,5700,73,1110,0.0,68,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,265.8
0,95051,1850000,3,2,1645,8122,102,1125,0.0,58,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,329.0
0,95051,1800000,3,2,1683,5315,32,1070,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,336.6
0,95051,1750000,4,2,1418,6465,38,1234,0.0,60,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,236.333
0,95054,1460000,4,3,1850,8712,111,789,0.0,45,6,4,123048,47.71,81.97,13.45,1,0,0,1,12,264.286
0,95051,1328000,3,2,1500,6838,35,885,0.0,63,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,300.0
2,95051,1250000,3,2,1659,1928,28,753,365.0,42,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,331.8
0,95051,1700000,3,2,1482,6318,115,1147,0.0,58,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,296.4
2,95051,1275000,2,2,1434,1434,101,889,280.0,12,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,358.5
0,95051,1689000,3,2,1425,6000,111,1185,0.0,62,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,285.0
0,95054,1050000,3,2,1442,7523,111,728,0.0,65,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,288.4
2,95054,772500,2,2,1121,3108,163,689,377.0,43,6,4,123048,47.71,81.97,13.45,1,0,0,1,4,280.25
1,95054,810000,1,1,900,0,148,900,399.0,16,6,4,123048,47.71,81.97,13.45,1,0,0,1,1,450.0
0,95054,1463500,3,3,1590,2189,111,920,0.0,19,6,4,123048,47.71,81.97,13.45,1,0,0,1,9,265.0
2,95054,1085000,4,2,1800,2121,38,603,365.0,48,6,4,123048,47.71,81.97,13.45,1,0,0,1,8,300.0
0,95051,1808000,4,2,1687,7800,175,1072,0.0,60,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,281.167
0,95051,1235000,4,3,1649,6968,111,749,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,235.571
0,95051,1820000,5,3,2229,10527,36,817,0.0,61,6,14,106660,60.92,90.86,30.97,1,0,0,1,15,278.625
0,95051,1450000,4,2,1350,6315,46,1074,0.0,64,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,225.0
2,95050,1285000,3,2,2088,3385,56,615,616.0,42,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,417.6
0,95051,1535000,4,3,1740,5562,78,882,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,248.571
0,95051,1820000,4,2,1749,8402,23,1041,0.0,58,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,291.5
0,95051,1600000,3,2,1867,5826,126,857,0.0,65,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,373.4
0,95051,1400000,3,2,1237,5767,135,1132,0.0,63,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,247.4
2,95051,1151000,4,2,1332,2423,140,864,510.0,51,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,222.0
2,95051,1250000,3,2,1845,1799,144,678,556.0,43,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,369.0
0,95051,960000,3,2,1086,5809,28,884,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,217.2
0,95051,1420000,4,2,1330,7352,111,1068,0.0,63,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,221.667
0,95051,1428000,3,2,1212,5454,58,1178,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,242.4
0,95050,1400000,3,3,1757,3050,111,797,0.0,13,6,6,73016,54.05,83.99,24.1,1,0,0,1,9,292.833
0,95050,1600000,4,2,2141,6666,172,747,0.0,70,6,6,73016,54.05,83.99,24.1,1,0,0,1,8,356.833
0,95050,1055000,3,2,1790,5930,157,589,0.0,116,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,358.0
0,95050,1080000,3,2,1815,6000,163,595,0.0,69,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,363.0
1,95050,850000,3,2,1387,0,119,613,320.0,42,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,277.4
0,95050,1257750,3,1,1021,7260,39,1232,0.0,70,6,6,73016,54.05,83.99,24.1,1,0,0,1,3,255.25
0,95050,885000,2,1,800,3319,28,1106,0.0,81,6,6,73016,54.05,83.99,24.1,1,0,0,1,2,266.667
0,95050,1805000,4,2,1909,5940,49,946,0.0,71,6,6,73016,54.05,83.99,24.1,1,0,0,1,8,318.167
0,95050,1525000,4,3,2402,3123,73,635,95.0,1,6,6,73016,54.05,83.99,24.1,1,0,0,1,12,343.143
2,95050,1275000,3,4,1637,730,37,779,304.0,11,6,6,73016,54.05,83.99,24.1,1,0,0,1,12,233.857
0,94089,1850000,5,4,2441,5500,101,758,0.0,66,5,2,93503,49.56,89.83,9.28,3,0,0,1,20,271.222
1,95051,662000,2,2,1028,1110,127,644,496.0,52,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,257.0
1,95051,620000,2,2,1137,1477,133,545,509.0,52,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,284.25
0,95051,1900000,3,2,1388,7399,135,1369,0.0,64,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,277.6
0,94086,1800000,5,2,1767,7345,175,1019,0.0,51,6,4,105526,52.84,92.97,12.71,3,0,0,1,10,252.429
0,94087,1825000,4,3,2295,7424,123,795,0.0,53,7,11,128838,55.36,94.14,16.59,3,0,0,1,12,327.857
0,95051,1620000,4,2,1693,6800,122,957,0.0,56,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,282.167
0,95050,1370000,3,2,1330,6531,28,1030,0.0,67,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,266.0
0,95051,1321000,3,2,1564,7045,24,845,0.0,64,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,312.8
1,95050,539950,1,1,820,0,91,658,382.0,14,6,6,73016,54.05,83.99,24.1,1,0,0,1,1,410.0
0,95051,1350000,3,2,1166,5445,141,1158,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,233.2
2,95051,1488888,3,4,1820,1579,24,818,319.0,6,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,260.0
1,95051,1264777,2,2,1268,0,147,997,384.0,1,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,317.0
0,95054,1675000,4,3,2223,3730,114,753,84.0,23,6,4,123048,47.71,81.97,13.45,1,0,0,1,12,317.571
2,95054,1127000,3,3,1564,0,111,721,0.0,48,6,4,123048,47.71,81.97,13.45,1,0,0,1,9,260.667
0,95054,1850000,4,4,2083,2991,133,888,140.0,19,6,4,123048,47.71,81.97,13.45,1,0,0,1,16,260.375
1,95054,1015000,3,2,1361,0,172,746,410.0,15,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,272.2
0,95051,1475000,3,2,1757,5774,49,839,0.0,65,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,351.4
0,94089,950000,3,2,1108,5725,111,857,0.0,66,5,2,93503,49.56,89.83,9.28,3,0,0,1,6,221.6
2,95051,1065000,3,2,1383,1728,45,770,336.0,49,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,276.6
0,95051,1100000,3,2,1078,5097,111,1020,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,215.6
0,95051,1650000,4,2,1845,6065,126,894,0.0,57,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,307.5
1,95051,1689574,3,2,1924,0,26,878,384.0,1,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,384.8
0,95051,1485000,4,2,1651,6204,109,899,0.0,62,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,275.167
0,95051,1777000,5,3,2679,7954,49,663,0.0,60,6,14,106660,60.92,90.86,30.97,1,0,0,1,15,334.875
0,95051,1680000,3,2,1762,2432,115,953,160.0,6,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,352.4
0,95051,1340000,3,2,1335,6153,111,1004,0.0,60,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,267.0
0,95051,1600000,3,2,1601,4980,151,999,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,320.2
2,95051,1243000,3,2,1630,2262,43,763,320.0,47,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,326.0
0,95051,1550000,3,2,1462,6350,165,1060,0.0,60,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,292.4
0,95051,1355000,3,2,1254,6278,9,1081,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,250.8
2,95051,1560000,4,4,1961,847,11,796,319.0,6,6,14,106660,60.92,90.86,30.97,1,0,0,1,16,245.125
0,95050,1260000,3,2,1483,6599,101,850,0.0,74,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,296.6
0,95051,1341000,3,2,1095,6250,65,1225,0.0,63,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,219.0
0,95051,1415000,3,2,1639,3222,99,863,125.0,32,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,327.8
0,95051,1275000,3,2,1300,5080,150,981,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,260.0
1,95051,420000,1,1,622,0,142,675,492.0,50,6,14,106660,60.92,90.86,30.97,1,0,0,1,1,311.0
1,95051,570000,2,2,956,0,38,596,514.0,50,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,239.0
0,95051,1535000,3,2,1550,5280,155,990,0.0,63,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,310.0
0,95051,1695000,5,3,2272,6592,111,746,0.0,64,6,14,106660,60.92,90.86,30.97,1,0,0,1,15,284.0
0,95051,1230000,3,2,1134,6805,175,1085,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,226.8
0,95051,1370000,3,3,1397,5500,42,981,0.0,65,6,14,106660,60.92,90.86,30.97,1,0,0,1,9,232.833
1,95051,338800,1,1,440,0,18,770,479.0,50,6,14,106660,60.92,90.86,30.97,1,0,0,1,1,220.0
0,95051,1550000,3,2,1568,7679,10,989,0.0,74,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,313.6
1,95051,569000,2,1,882,0,13,645,508.0,50,6,14,106660,60.92,90.86,30.97,1,0,0,1,2,294.0
0,95051,1510000,4,3,2211,6697,111,683,0.0,62,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,315.857
2,95050,1230000,3,4,1548,730,4,795,304.0,11,6,6,73016,54.05,83.99,24.1,1,0,0,1,12,221.143
0,95050,975000,3,1,985,5546,4,990,0.0,67,6,6,73016,54.05,83.99,24.1,1,0,0,1,3,246.25
0,95051,1550000,3,2,1559,6766,2,994,0.0,62,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,311.8
2,95050,1215000,3,3,1626,640,14,747,304.0,1,6,6,73016,54.05,83.99,24.1,1,0,0,1,9,271.0
0,95051,1501000,3,2,1458,5801,17,1029,0.0,64,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,291.6
0,95054,1020000,4,2,1095,6432,66,932,0.0,61,6,4,123048,47.71,81.97,13.45,1,0,0,1,8,182.5
0,95054,1215000,4,2,1314,6305,126,925,0.0,59,6,4,123048,47.71,81.97,13.45,1,0,0,1,8,219.0
0,95054,1437500,3,4,1657,1802,130,868,140.0,19,6,4,123048,47.71,81.97,13.45,1,0,0,1,12,236.714
0,95054,1135000,3,2,1351,1647,105,840,84.0,23,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,270.2
1,95054,835000,3,2,1361,0,56,614,411.0,15,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,272.2
0,95054,1350000,4,2,1599,2777,151,844,84.0,22,6,4,123048,47.71,81.97,13.45,1,0,0,1,8,266.5
0,95054,1270000,4,3,2050,6480,156,620,0.0,61,6,4,123048,47.71,81.97,13.45,1,0,0,1,12,292.857
0,95054,1040000,3,2,1095,5760,136,513,0.0,61,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,219.0
0,95054,1410000,3,3,1628,6574,98,866,0.0,60,6,4,123048,47.71,81.97,13.45,1,0,0,1,9,271.333
0,95054,1488000,4,2,2086,2771,56,713,84.0,23,6,4,123048,47.71,81.97,13.45,1,0,0,1,8,347.667
2,95054,1170000,3,2,1646,850,74,711,174.0,16,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,329.2
2,95054,998000,3,2,1245,3200,102,802,377.0,43,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,249.0
1,95054,925000,2,2,1148,0,65,806,427.0,16,6,4,123048,47.71,81.97,13.45,1,0,0,1,4,287.0
1,95054,810000,2,2,1070,0,21,757,380.0,15,6,4,123048,47.71,81.97,13.45,1,0,0,1,4,267.5
2,95051,1160000,3,2,1630,2573,49,712,320.0,47,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,326.0
2,95051,898000,3,2,1016,1239,79,884,270.0,25,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,203.2
1,95129,838000,2,2,1350,0,38,621,566.0,39,9,9,113190,51.63,90.38,12.88,3,0,1,1,4,337.5
2,95051,890000,3,2,1016,964,168,876,275.0,25,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,203.2
2,95051,1103000,3,2,1630,2573,44,677,320.0,47,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,326.0
1,95051,1200000,3,2,1211,0,3,991,360.0,50,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,242.2
1,95054,856000,2,2,1070,0,63,800,378.0,15,6,4,123048,47.71,81.97,13.45,1,0,0,1,4,267.5
2,95054,1210000,3,4,1645,598,149,736,257.0,12,6,4,123048,47.71,81.97,13.45,1,0,0,1,12,235.0
0,95054,1675000,3,2,2036,3097,45,823,140.0,16,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,407.2
2,95054,1315000,3,2,1700,1671,122,774,383.0,16,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,340.0
2,95054,1330000,3,2,1700,1299,31,782,383.0,16,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,340.0
2,95054,700000,2,2,1108,978,4,632,377.0,43,6,4,123048,47.71,81.97,13.45,1,0,0,1,4,277.0
0,95054,1290000,3,2,1667,2343,10,774,84.0,23,6,4,123048,47.71,81.97,13.45,1,0,0,1,6,333.4
1,95050,685000,2,2,913,0,114,750,453.0,34,6,6,73016,54.05,83.99,24.1,1,0,0,1,4,228.25
1,95051,720000,3,2,974,0,37,739,330.0,49,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,194.8
0,95050,1200000,3,2,1218,6513,111,985,0.0,67,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,243.6
0,95051,1588000,3,2,1548,8753,158,1026,0.0,56,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,309.6
0,95050,1233000,4,2,1722,5048,10,716,0.0,67,6,6,73016,54.05,83.99,24.1,1,0,0,1,8,287.0
0,95051,1760000,4,3,1821,6344,111,967,0.0,62,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,260.143
0,95050,1325000,4,3,1302,13563,94,1018,0.0,80,6,6,73016,54.05,83.99,24.1,1,0,0,1,12,186.0
0,95050,875000,3,1,1325,7654,111,660,0.0,115,6,6,73016,54.05,83.99,24.1,1,0,0,1,3,331.25
0,95050,1150000,3,2,1085,5498,64,1060,0.0,64,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,217.0
0,95051,1295000,3,2,1390,6098,127,932,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,278.0
1,95050,1225000,2,2,1718,0,70,713,616.0,42,6,6,73016,54.05,83.99,24.1,1,0,0,1,4,429.5
1,95050,760000,1,1,950,0,49,800,425.0,2,6,6,73016,54.05,83.99,24.1,1,0,0,1,1,475.0
2,95117,1180000,3,3,1933,1954,98,610,250.0,15,4,2,71307,40.78,72.01,9.55,3,0,1,1,9,322.167
0,95051,1270000,3,2,1166,5434,177,1089,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,233.2
0,95050,1157500,3,1,1384,8867,161,836,0.0,83,6,6,73016,54.05,83.99,24.1,1,0,0,1,3,346.0
0,95050,1285000,2,2,1320,5000,38,973,0.0,72,6,6,73016,54.05,83.99,24.1,1,0,0,1,4,330.0
0,95050,1360000,4,2,1870,7724,28,727,0.0,68,6,6,73016,54.05,83.99,24.1,1,0,0,1,8,311.667
1,95051,765000,2,2,1062,0,21,720,568.0,35,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,265.5
0,95050,1625000,3,2,1794,6360,57,906,0.0,59,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,358.8
0,94086,1500000,3,2,1148,6102,112,1307,0.0,66,6,4,105526,52.84,92.97,12.71,3,0,0,1,6,229.6
0,95051,1725000,3,2,1265,6283,93,1364,0.0,64,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,253.0
2,95051,1050000,3,2,1620,3373,70,648,400.0,42,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,324.0
0,95051,1900000,4,3,1920,6178,28,990,0.0,60,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,274.286
0,94086,1645000,4,2,1672,5632,129,984,0.0,57,6,4,105526,52.84,92.97,12.71,3,0,0,1,8,278.667
1,95051,645000,2,2,1032,0,112,625,623.0,51,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,258.0
1,95051,955000,2,2,1228,0,49,778,434.0,35,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,307.0
1,95051,780000,2,2,1268,1398,22,615,643.0,39,6,14,106660,60.92,90.86,30.97,1,0,0,1,4,317.0
1,95051,745000,2,1,920,0,94,810,401.0,35,6,14,106660,60.92,90.86,30.97,1,0,0,1,2,306.667
0,95051,1200000,3,2,1078,5249,111,1113,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,215.6
0,95051,1198000,3,2,1474,5743,35,813,0.0,57,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,294.8
0,95051,1711000,4,2,1700,6555,35,1006,0.0,58,6,14,106660,60.92,90.86,30.97,1,0,0,1,8,283.333
0,95051,1230000,3,2,1240,5907,29,992,0.0,65,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,248.0
0,95051,1500000,3,2,1520,5729,65,987,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,304.0
2,95051,1100000,3,2,1325,1340,21,830,520.0,58,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,265.0
0,95051,1325000,3,2,1240,5227,4,1069,0.0,65,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,248.0
0,95051,1630000,4,3,1879,5987,1,867,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,268.429
0,95126,1380000,3,4,2017,2178,67,684,205.0,12,4,3,76739,61.61,88.72,34.51,3,0,1,1,12,288.143
0,95126,1030000,4,2,1692,6657,94,609,0.0,75,4,3,76739,61.61,88.72,34.51,3,0,1,1,8,282.0
0,95126,1250000,3,2,1565,2455,24,799,205.0,15,4,3,76739,61.61,88.72,34.51,3,0,1,1,6,313.0
0,95050,1412500,5,3,1387,6007,14,1018,0.0,34,6,6,73016,54.05,83.99,24.1,1,0,0,1,15,173.375
0,95050,1670000,4,3,1680,7790,58,994,0.0,66,6,6,73016,54.05,83.99,24.1,1,0,0,1,12,240.0
1,95050,1300000,3,2,1825,3648,121,712,616.0,42,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,365.0
0,95117,1285000,3,2,1250,6962,86,1028,0.0,68,4,2,71307,40.78,72.01,9.55,3,0,1,1,6,250.0
0,95051,1175000,3,2,1554,7489,84,756,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,310.8
0,95051,1268000,3,1,1124,5983,111,1128,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,3,281.0
0,95051,1380000,3,1,1124,5554,109,1228,0.0,67,6,14,106660,60.92,90.86,30.97,1,0,0,1,3,281.0
2,95050,1238000,3,2,2088,2310,175,593,616.0,42,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,417.6
0,95050,1400000,3,2,1648,6654,105,850,0.0,64,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,329.6
0,95051,1480000,3,4,1839,1966,105,805,106.0,11,6,14,106660,60.92,90.86,30.97,1,0,0,1,12,262.714
0,95050,1300000,3,2,1563,6201,94,832,0.0,68,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,312.6
0,95051,1360000,3,2,1643,5247,49,828,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,328.6
1,95128,1262500,1,2,1250,0,126,1010,550.0,19,5,3,73811,62.54,87.29,37.78,3,0,1,1,2,416.667
0,95050,1548000,4,3,2259,6060,80,685,0.0,74,6,6,73016,54.05,83.99,24.1,1,0,0,1,12,322.714
0,95050,1475000,3,2,1685,10043,35,875,0.0,71,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,337.0
0,95050,1030000,3,2,1001,5580,162,1029,0.0,97,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,200.2
0,95050,1325000,3,2,1459,6143,39,908,0.0,67,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,291.8
0,95050,1455000,3,2,1143,7817,111,1273,0.0,66,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,228.6
2,95050,1299000,3,2,1866,3205,9,696,350.0,41,6,6,73016,54.05,83.99,24.1,1,0,0,1,6,373.2
0,95126,1137000,2,2,1066,4510,111,1067,0.0,101,4,3,76739,61.61,88.72,34.51,3,0,1,1,4,266.5
2,95051,1052000,3,2,1334,1578,95,789,336.0,49,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,266.8
0,95051,1300000,3,2,1484,5415,176,876,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,296.8
0,95051,1465000,3,2,1517,5712,144,966,0.0,66,6,14,106660,60.92,90.86,30.97,1,0,0,1,6,303.4
1,94304,1012000,3,3,1478,0,111,685,0.0,3,5,1,107334,82.0071573604059,87.33157475773004,76.68402976465252,2,0,1,1,9,246.333
0,94306,1850000,4,3,2392,6350,111,773,0.0,2,8,8,117516,59.05,87.98,30.13,2,0,1,1,12,341.714
1,94303,860000,2,2,1197,0,168,718,415.0,19,4,19,94205,52.74,79.95,25.53,0,0,0,0,4,299.25
1,94303,1085000,2,1,946,968,177,1147,712.0,45,4,19,94205,52.74,79.95,25.53,2,0,1,1,2,315.333
1,94306,830000,1,1,673,0,155,1233,503.0,38,8,8,117516,59.05,87.98,30.13,2,0,1,1,1,336.5
0,94306,1870000,3,4,1836,1485,134,1019,125.0,22,8,8,117516,59.05,87.98,30.13,2,0,1,1,12,262.286
1,94301,1350000,2,2,1154,0,155,1170,575.0,62,8,3,142057,54.03,63.22,44.84,2,0,1,1,4,288.5
1,94025,1260000,3,2,1513,0,126,833,1030.0,46,5,6,125407,55.3,80.53,30.06,0,0,0,0,6,302.6
1,94306,1300000,2,2,1247,0,123,1043,685.0,39,8,8,117516,59.05,87.98,30.13,2,0,1,1,4,311.75
1,94304,1377500,4,3,2100,0,111,656,0.0,3,5,1,107334,82.0071573604059,87.33157475773004,76.68402976465252,2,0,1,1,12,300.0
0,94305,1586000,3,3,2300,4797,111,690,0.0,11,8,2,54730,82.0071573604059,87.33157475773004,76.68402976465252,1,0,0,1,9,383.333
1,94040,790000,1,1,769,0,101,1027,375.0,22,8,8,107313,50.48,89.3,11.66,0,0,0,0,1,384.5
0,94306,1700000,3,1,1098,4333,177,1548,0.0,66,8,8,117516,59.05,87.98,30.13,2,0,1,1,3,274.5
1,94306,725000,1,1,664,0,140,1092,626.0,38,8,8,117516,59.05,87.98,30.13,2,0,1,1,1,332.0
1,94303,1000000,3,2,1134,1134,59,882,738.0,49,4,19,94205,52.74,79.95,25.53,2,0,1,1,6,226.8
1,94303,1745000,3,2,1342,0,98,1300,454.0,12,4,19,94205,52.74,79.95,25.53,2,0,1,1,6,268.4
1,94306,1630000,2,2,994,0,111,1640,0.0,62,8,8,117516,59.05,87.98,30.13,2,0,1,1,4,248.5
1,94303,870000,2,2,1197,5760,144,727,415.0,19,4,19,94205,52.74,79.95,25.53,0,0,0,0,4,299.25
2,94306,1375000,2,2,994,1914,156,1383,588.0,62,8,8,117516,59.05,87.98,30.13,2,0,1,1,4,248.5
0,94303,1060000,4,3,1775,5000,3,597,0.0,67,4,19,94205,52.74,79.95,25.53,0,0,0,0,12,253.571
2,94022,1850000,3,2,1600,1227,24,1156,566.0,12,8,6,192435,50.61,69.26,31.96,0,0,0,0,6,320.0
2,94306,1755000,3,3,1913,870,11,917,300.0,14,8,8,117516,59.05,87.98,30.13,2,0,1,1,9,318.833
0,94301,1675000,2,1,1316,5672,111,1273,0.0,84,8,3,142057,54.03,63.22,44.84,2,0,1,1,2,438.667
2,94303,1500000,3,2,1456,506,42,1030,397.0,10,4,19,94205,52.74,79.95,25.53,2,0,1,1,6,291.2
1,94303,880000,2,1,946,0,151,930,556.0,45,4,19,94205,52.74,79.95,25.53,2,0,1,1,2,315.333
0,94306,1890000,3,4,1836,1486,74,1029,125.0,22,8,8,117516,59.05,87.98,30.13,2,0,1,1,12,262.286
1,94306,820000,2,1,885,1012,91,927,664.0,38,8,8,117516,59.05,87.98,30.13,2,0,1,1,2,295.0
0,94043,1679000,3,2,1376,5104,111,1220,0.0,67,6,6,106188,53.3,91.16,15.43,0,0,0,0,6,275.2
1,94304,938000,3,2,1397,0,111,671,0.0,3,5,1,107334,82.0071573604059,87.33157475773004,76.68402976465252,2,0,1,1,6,279.4
0,94306,1918000,4,3,2137,4283,111,898,0.0,55,8,8,117516,59.05,87.98,30.13,2,0,1,1,12,305.286
1,94301,950000,2,2,1454,0,175,653,115.92387712642271,24,8,3,142057,54.03,63.22,44.84,2,0,1,1,4,363.5
