property_type,zipcode,price,beds,baths,sqft,lot_size,days_on_market,price_per_sqft,hoa_month,property_age,school_rating,school_count,median_income,hotness_score,supply_score,demand_score,university_count,barts,malls,universities,bedBath,AvgRoomSize
0,94545,705007,3,2,1264,5000,84,558,0.0,66,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,252.8
0,94587,515000,3,2,1425,6370,111,361,0.0,56,6,10,86939,78.51,87.09,69.94,0,1,0,0,6,285.0
0,94544,650000,3,2,1092,5005,128,595,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,218.4
0,94544,695000,3,1,1034,5035,81,672,0.0,69,3,12,62863,84.1,89.19,79.0,2,1,1,1,3,258.5
0,94545,670000,3,2,1119,5300,80,599,0.0,66,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,223.8
0,94541,610000,3,1,1026,4998,168,595,0.0,70,3,12,60963,87.8,85.92,89.68,2,1,1,1,3,256.5
0,94541,650000,2,1,1070,6750,108,607,0.0,70,3,12,60963,87.8,85.92,89.68,2,1,1,1,2,356.667
1,94541,410000,2,2,926,0,15,443,330.0,40,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,231.5
1,94541,445000,2,2,1101,0,4,404,452.0,41,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,275.25
0,94541,830000,2,2,1608,10000,10,516,0.0,67,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,402.0
2,94541,600000,2,2,1542,963,2,389,423.0,49,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,385.5
0,94542,930000,3,2,1767,11200,1,526,31.0,60,4,1,84584,89.03,87.43,90.63,2,0,1,1,6,353.4
2,94541,715000,4,2,1612,1549,52,444,224.0,10,3,12,60963,87.8,85.92,89.68,2,1,1,1,8,268.667
0,94545,620000,3,3,1826,3500,111,340,0.0,30,5,8,75524,96.3,95.79,96.82,2,0,1,1,9,304.333
1,94546,645000,3,2,1218,0,50,530,443.0,40,7,12,79501,88.15,83.57,92.74,2,1,1,1,6,243.6
0,94545,750000,3,4,1854,2065,111,405,0.0,11,5,8,75524,96.3,95.79,96.82,2,0,1,1,12,264.857
0,94541,686000,2,2,1114,5666,134,616,0.0,96,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,278.5
0,94541,495000,2,2,1368,7950,111,362,0.0,75,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,342.0
1,94541,548000,3,2,1265,0,111,433,0.0,37,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,253.0
0,94544,763000,4,2,1818,8184,1,420,0.0,67,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,303.0
0,94545,660000,3,2,1000,5000,14,660,0.0,66,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,200.0
0,94545,1300000,5,3,3228,6321,128,403,35.0,16,5,8,75524,96.3,95.79,96.82,2,0,1,1,15,403.5
1,94541,715000,3,2,1726,0,86,414,225.0,10,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,345.2
0,94541,600000,3,2,1360,963,168,441,400.0,44,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,272.0
0,94544,700000,3,2,1200,5225,85,583,0.0,65,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,240.0
0,94545,700000,3,1,1064,5676,43,658,0.0,56,5,8,75524,96.3,95.79,96.82,2,0,1,1,3,266.0
0,94544,780000,3,2,1371,7750,155,569,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,274.2
0,94544,680000,3,2,1000,5000,51,680,0.0,67,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,200.0
0,94544,605000,2,1,853,5000,111,709,0.0,71,3,12,62863,84.1,89.19,79.0,2,1,1,1,2,284.333
2,94541,780000,4,4,1716,0,51,455,217.0,4,3,12,60963,87.8,85.92,89.68,2,1,1,1,16,214.5
0,94544,655000,3,1,1032,7322,25,635,0.0,70,3,12,62863,84.1,89.19,79.0,2,1,1,1,3,258.0
0,94544,795000,3,2,1721,5000,99,462,0.0,93,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,344.2
0,94541,685000,3,2,1213,3440,70,565,0.0,95,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,242.6
2,94541,750000,3,2,1726,0,164,435,225.0,9,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,345.2
2,94541,630000,2,2,1590,952,35,396,414.0,49,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,397.5
2,94541,535888,2,2,1208,712,42,444,369.0,43,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,302.0
0,94541,775000,2,1,1034,10800,11,750,0.0,74,3,12,60963,87.8,85.92,89.68,2,1,1,1,2,344.667
2,94541,809000,4,4,1982,0,79,408,225.0,7,3,12,60963,87.8,85.92,89.68,2,1,1,1,16,247.75
0,94542,675000,3,2,1049,5400,15,643,0.0,73,4,1,84584,89.03,87.43,90.63,2,0,1,1,6,209.8
0,94544,740000,4,2,1922,7956,111,385,0.0,67,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,320.333
0,94544,649000,3,2,1685,5035,172,385,0.0,69,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,337.0
2,94541,585000,2,2,1170,1190,57,500,298.0,18,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,292.5
1,94541,422000,2,1,832,9434,42,507,0.0,55,3,12,60963,87.8,85.92,89.68,2,1,1,1,2,277.333
0,94541,650000,4,2,1863,6290,154,349,0.0,67,3,12,60963,87.8,85.92,89.68,2,1,1,1,8,310.5
2,94541,665000,3,2,1720,1124,11,387,401.0,41,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,344.0
1,94545,526000,4,2,1474,1210,126,357,268.0,51,5,8,75524,96.3,95.79,96.82,2,0,1,1,8,245.667
0,94545,764000,3,2,1276,5500,102,599,0.0,63,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,255.2
1,94545,350000,1,1,608,0,158,576,282.0,35,5,8,75524,96.3,95.79,96.82,2,0,1,1,1,304.0
0,94545,658000,3,2,1276,5800,84,516,0.0,63,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,255.2
1,94545,485000,2,2,1007,0,102,482,455.0,32,5,8,75524,96.3,95.79,96.82,2,0,1,1,4,251.75
0,94545,658000,3,2,1000,5100,43,658,0.0,66,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,200.0
1,94545,400000,1,1,840,0,142,476,455.0,32,5,8,75524,96.3,95.79,96.82,2,0,1,1,1,420.0
0,94545,750000,3,2,1285,5170,112,584,0.0,65,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,257.0
1,94545,450000,2,2,1007,0,21,447,455.0,32,5,8,75524,96.3,95.79,96.82,2,0,1,1,4,251.75
0,94545,836000,3,2,1359,5320,77,615,0.0,62,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,271.8
0,94545,715000,3,2,1128,5300,3,634,0.0,64,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,225.6
0,94545,805000,4,2,1511,5040,72,533,0.0,60,5,8,75524,96.3,95.79,96.82,2,0,1,1,8,251.833
0,94544,740000,3,2,1134,5187,177,653,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,226.8
0,94544,749000,3,2,1540,5850,169,486,0.0,63,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,308.0
1,94544,450000,2,2,878,0,85,513,403.0,33,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,219.5
1,94544,797561,4,4,2001,0,142,399,407.0,2,3,12,62863,84.1,89.19,79.0,2,1,1,1,16,250.125
0,94544,830000,3,2,1392,5865,32,596,0.0,63,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,278.4
0,94544,810000,3,2,1233,5005,86,657,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,246.6
0,94542,750000,4,3,1826,4750,111,411,0.0,33,4,1,84584,89.03,87.43,90.63,2,0,1,1,12,260.857
0,94542,1389950,6,4,3399,5105,172,409,180.0,2,4,1,84584,89.03,87.43,90.63,2,0,1,1,24,339.9
0,94542,1900000,5,4,4657,8385,25,408,190.0,3,4,1,84584,89.03,87.43,90.63,2,0,1,1,20,517.444
0,94544,1165000,3,3,2419,6000,111,482,0.0,22,3,12,62863,84.1,89.19,79.0,2,1,1,1,9,403.167
0,94544,820000,5,3,1950,5005,147,421,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,15,243.75
0,94544,786000,3,2,1509,5005,112,521,0.0,65,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,301.8
0,94544,820000,3,2,1434,5460,1,572,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,286.8
0,94541,930000,4,2,2460,6000,67,378,0.0,82,3,12,60963,87.8,85.92,89.68,2,1,1,1,8,410.0
0,94541,660000,3,2,1256,6050,49,525,0.0,79,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,251.2
0,94580,820000,3,2,1256,5148,70,653,10.0,68,3,8,74949,81.07,86.47,75.67,0,0,0,0,6,251.2
1,94546,425000,2,2,1393,0,111,305,0.0,29,7,12,79501,88.15,83.57,92.74,2,1,1,1,4,348.25
0,94541,705000,3,2,1090,6042,101,647,0.0,79,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,218.0
1,94546,515000,2,2,1041,0,45,495,421.0,40,7,12,79501,88.15,83.57,92.74,2,1,1,1,4,260.25
1,94541,444000,2,2,940,0,70,472,458.0,29,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,235.0
0,94541,720000,4,2,2500,7500,21,288,0.0,79,3,12,60963,87.8,85.92,89.68,2,1,1,1,8,416.667
2,94541,565000,2,2,1272,1272,17,444,200.0,41,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,318.0
0,94541,740000,3,1,1263,6840,16,586,0.0,83,3,12,60963,87.8,85.92,89.68,2,1,1,1,3,315.75
1,94546,525000,2,2,1049,5760,14,500,421.0,39,7,12,79501,88.15,83.57,92.74,2,1,1,1,4,262.25
0,94541,815000,3,2,1719,5280,11,474,0.0,66,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,343.8
0,94542,1499950,5,4,3100,0,65,484,180.0,2,4,1,84584,89.03,87.43,90.63,2,0,1,1,20,344.444
0,94542,1165000,4,2,2962,11614,119,393,0.0,28,4,1,84584,89.03,87.43,90.63,2,0,1,1,8,493.667
0,94542,1500000,6,6,5050,8601,59,297,180.0,13,4,1,84584,89.03,87.43,90.63,2,0,1,1,36,420.833
0,94542,1310000,4,3,2260,3307,74,580,180.0,1,4,1,84584,89.03,87.43,90.63,2,0,1,1,12,322.857
2,94545,475000,2,2,988,817,128,481,268.0,51,5,8,75524,96.3,95.79,96.82,2,0,1,1,4,247.0
0,94545,755000,3,2,1413,5800,161,534,0.0,65,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,282.6
0,94545,795000,3,2,1179,5600,30,674,0.0,62,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,235.8
0,94541,741000,3,2,1452,7954,52,510,0.0,69,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,290.4
0,94541,825000,3,2,1438,7553,31,574,0.0,81,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,287.6
2,94541,755000,3,4,1523,1173,70,496,235.0,1,3,12,60963,87.8,85.92,89.68,0,1,0,0,12,217.571
0,94541,908000,4,2,2122,9858,18,428,0.0,63,3,12,60963,87.8,85.92,89.68,2,1,1,1,8,353.667
2,94541,770000,3,4,1703,1220,2,452,236.0,1,3,12,60963,87.8,85.92,89.68,0,1,0,0,12,243.286
1,94544,382000,2,1,977,0,101,391,475.0,42,3,12,62863,84.1,89.19,79.0,2,1,1,1,2,325.667
1,94544,380000,2,2,1000,5760,130,380,487.0,41,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,250.0
0,94544,761000,3,2,1282,5858,49,594,0.0,75,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,256.4
2,94544,505000,2,2,1071,0,93,472,345.0,36,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,267.75
1,94544,679500,2,2,1445,0,10,470,310.0,1,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,361.25
2,94544,520000,2,2,1274,5760,11,408,401.0,19,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,318.5
1,94544,679500,2,2,1445,715,2,470,330.0,1,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,361.25
2,94541,615000,3,3,1486,0,39,414,446.0,39,3,12,60963,87.8,85.92,89.68,2,1,1,1,9,247.667
0,94546,715000,3,2,1174,5550,106,609,0.0,74,7,12,79501,88.15,83.57,92.74,0,1,0,0,6,234.8
0,94541,670000,5,2,1556,7500,44,431,0.0,74,3,12,60963,87.8,85.92,89.68,2,1,1,1,10,222.286
0,94546,830000,3,2,1302,5850,85,637,0.0,60,7,12,79501,88.15,83.57,92.74,0,1,0,0,6,260.4
1,94546,515000,2,2,1041,0,70,513,450.0,40,7,12,79501,88.15,83.57,92.74,2,1,1,1,4,260.25
2,94545,693000,2,2,1526,0,56,454,269.0,13,5,8,75524,96.3,95.79,96.82,2,0,1,1,4,381.5
2,94541,588000,2,2,1221,0,107,482,340.0,17,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,305.25
1,94544,605000,3,2,1435,0,128,422,360.0,40,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,287.0
0,94544,760000,3,2,1586,5550,36,479,0.0,70,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,317.2
0,94545,620000,3,2,1033,3222,162,600,0.0,30,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,206.6
0,94545,934000,4,3,2051,4420,78,455,0.0,29,5,8,75524,96.3,95.79,96.82,2,0,1,1,12,293.0
0,94545,755000,3,2,1151,5022,168,656,0.0,63,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,230.2
0,94545,855000,3,2,1687,4626,102,507,202.0,13,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,337.4
0,94544,450000,2,1,1000,3400,161,450,0.0,101,3,12,62863,84.1,89.19,79.0,2,1,1,1,2,333.333
0,94541,675000,3,1,1651,0,162,513,0.0,68,3,12,60963,87.8,85.92,89.68,2,1,1,1,3,412.75
0,94544,725000,3,2,1578,5040,36,459,0.0,68,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,315.6
0,94544,500000,3,2,1130,5005,111,442,0.0,68,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,226.0
0,94541,760000,3,2,1084,6030,158,701,0.0,70,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,216.8
0,94545,983000,3,2,2046,2889,162,480,217.0,2,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,409.2
0,94545,1390000,5,3,3651,6012,21,381,42.0,18,5,8,75524,96.3,95.79,96.82,2,0,1,1,15,456.375
0,94544,680000,3,2,1061,5500,101,641,0.0,71,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,212.2
2,94544,600000,3,2,1435,0,161,418,360.0,40,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,287.0
0,94544,665000,3,2,1260,5000,64,528,0.0,65,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,252.0
0,94544,828000,3,2,1231,5005,11,673,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,246.2
1,94544,340000,1,1,531,0,14,640,364.0,36,3,12,62863,84.1,89.19,79.0,2,1,1,1,1,265.5
0,94544,635000,2,1,896,6280,74,709,0.0,75,3,12,62863,84.1,89.19,79.0,2,1,1,1,2,298.667
2,94541,728888,3,2,1809,0,105,403,225.0,7,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,361.8
0,94541,854096,3,4,2009,1595,80,425,240.0,1,3,12,60963,87.8,85.92,89.68,2,1,1,1,12,287.0
2,94541,750000,3,2,1809,0,31,415,225.0,8,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,361.8
0,94544,720000,3,1,1043,5115,50,690,0.0,71,3,12,62863,84.1,89.19,79.0,2,1,1,1,3,260.75
0,94544,710000,3,2,1373,0,84,517,194.0,19,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,274.6
0,94542,1079000,4,2,2173,13680,73,497,31.0,61,4,1,84584,89.03,87.43,90.63,2,0,1,1,8,362.167
0,94545,885000,4,3,1835,2446,29,482,202.0,14,5,8,75524,96.3,95.79,96.82,2,0,1,1,12,262.143
0,94587,931786,3,2,1374,6600,24,678,0.0,50,6,10,86939,78.51,87.09,69.94,0,1,0,0,6,274.8
0,94542,955000,3,2,1623,9492,164,588,31.0,65,4,1,84584,89.03,87.43,90.63,2,0,1,1,6,324.6
0,94544,1125000,6,3,2910,5100,151,387,10.0,21,3,12,62863,84.1,89.19,79.0,2,1,1,1,18,323.333
0,94544,915750,5,3,2230,3594,38,411,125.0,16,3,12,62863,84.1,89.19,79.0,2,1,1,1,15,278.75
0,94545,821000,4,3,1588,6060,94,517,0.0,57,5,8,75524,96.3,95.79,96.82,2,0,1,1,12,226.857
0,94541,580000,3,1,913,6235,49,635,0.0,91,3,12,60963,87.8,85.92,89.68,2,1,1,1,3,228.25
1,94544,522000,2,2,1110,0,91,470,354.0,34,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,277.5
0,94544,820000,3,2,1938,1778,66,423,221.0,3,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,387.6
1,94541,475000,2,2,1010,5760,56,470,444.0,30,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,252.5
0,94544,445000,3,1,951,5500,111,468,0.0,71,3,12,62863,84.1,89.19,79.0,2,1,1,1,3,237.75
0,94544,820000,4,4,2081,7560,109,394,0.0,71,3,12,62863,84.1,89.19,79.0,2,1,1,1,16,260.125
0,94544,720000,3,2,1148,5060,58,627,0.0,63,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,229.6
0,94542,405000,3,2,1832,6800,111,221,0.0,65,4,1,84584,89.03,87.43,90.63,2,0,1,1,6,366.4
0,94542,1687000,5,4,3965,9301,148,425,180.0,3,4,1,84584,89.03,87.43,90.63,2,0,1,1,20,440.556
0,94544,715000,4,2,1260,5000,70,567,0.0,67,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,210.0
0,94544,590000,3,1,1517,5500,126,389,0.0,70,3,12,62863,84.1,89.19,79.0,2,1,1,1,3,379.25
0,94545,805000,3,2,1350,10644,150,596,0.0,62,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,270.0
0,94541,956250,7,4,2085,17150,147,459,0.0,73,3,12,60963,87.8,85.92,89.68,2,1,1,1,28,189.545
0,94541,825000,3,2,1610,6200,116,512,0.0,73,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,322.0
0,94541,1060000,4,4,2662,10241,77,398,0.0,16,3,12,60963,87.8,85.92,89.68,2,1,1,1,16,332.75
0,94544,765000,4,2,1750,6650,63,437,0.0,59,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,291.667
0,94544,770000,3,2,1532,6000,154,503,0.0,61,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,306.4
0,94544,805000,3,2,1461,5976,105,551,0.0,63,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,292.2
2,94544,667000,2,2,1445,715,128,462,330.0,2,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,361.25
0,94544,670000,3,2,1542,5005,164,435,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,308.4
0,94542,700000,3,1,1050,5225,39,667,0.0,71,4,1,84584,89.03,87.43,90.63,2,0,1,1,3,262.5
0,94541,795000,3,2,1260,15841,142,631,0.0,78,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,252.0
0,94545,1100000,4,3,2161,2280,9,509,219.0,2,5,8,75524,96.3,95.79,96.82,2,0,1,1,12,308.714
0,94545,1215000,5,3,2583,8630,58,470,35.0,17,5,8,75524,96.3,95.79,96.82,2,0,1,1,15,322.875
0,94545,900000,3,2,1687,2991,49,533,202.0,10,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,337.4
0,94541,975500,4,2,2024,9426,65,482,0.0,43,3,12,60963,87.8,85.92,89.68,2,1,1,1,8,337.333
1,94544,445000,2,2,878,0,163,507,404.0,33,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,219.5
1,94544,795000,4,6,1885,0,105,422,400.0,1,3,12,62863,84.1,89.19,79.0,2,1,1,1,24,188.5
1,94544,335000,1,1,531,0,112,631,350.0,36,3,12,62863,84.1,89.19,79.0,2,1,1,1,1,265.5
0,94544,845000,4,2,1522,5005,80,555,0.0,66,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,253.667
0,94544,1300000,5,3,3150,5446,85,413,132.0,3,3,12,62863,84.1,89.19,79.0,2,1,1,1,15,393.75
0,94544,720000,3,2,1119,5406,119,643,0.0,65,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,223.8
0,94542,764000,2,2,890,30449,43,858,0.0,82,4,1,84584,89.03,87.43,90.63,2,0,1,1,4,222.5
2,94541,667000,3,2,1468,1286,63,454,241.0,11,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,293.6
2,94541,725000,4,2,1918,1454,70,378,241.0,11,3,12,60963,87.8,85.92,89.68,2,1,1,1,8,319.667
1,94546,550000,2,2,1041,0,127,528,421.0,40,7,12,79501,88.15,83.57,92.74,2,1,1,1,4,260.25
0,94544,700000,4,2,1680,5000,35,417,0.0,67,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,280.0
0,94544,680000,3,2,1274,5200,31,534,0.0,64,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,254.8
0,94544,1055000,4,3,2954,2954,81,357,183.0,1,3,12,62863,84.1,89.19,79.0,2,1,1,1,12,422.0
0,94542,1075000,3,2,2667,16646,140,403,8.0,35,4,1,84584,89.03,87.43,90.63,2,0,1,1,6,533.4
2,94541,566000,3,3,1274,1250,87,444,369.0,43,3,12,60963,87.8,85.92,89.68,2,1,1,1,9,212.333
0,94542,1000000,4,2,2060,11161,135,485,0.0,45,4,1,84584,89.03,87.43,90.63,2,0,1,1,8,343.333
0,94542,1100000,3,2,1928,12740,52,571,0.0,49,4,1,84584,89.03,87.43,90.63,2,0,1,1,6,385.6
0,94544,580000,4,2,1851,5500,111,313,0.0,70,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,308.5
0,94587,810000,3,2,1164,6552,35,696,0.0,65,6,10,86939,78.51,87.09,69.94,0,1,0,0,6,232.8
0,94544,1150000,4,3,2464,5760,151,467,0.0,68,3,12,62863,84.1,89.19,79.0,2,1,1,1,12,352.0
0,94544,805000,4,2,1450,5650,30,555,0.0,69,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,241.667
1,94544,630000,3,2,1670,0,59,377,200.0,30,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,334.0
0,94545,1157650,5,3,2687,5315,119,431,35.0,17,5,8,75524,96.3,95.79,96.82,2,0,1,1,15,335.875
0,94544,817500,3,2,1938,1472,72,422,168.0,5,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,387.6
0,94541,715000,3,2,1858,5415,102,385,0.0,77,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,371.6
1,94541,605500,3,3,1432,0,111,423,0.0,39,3,12,60963,87.8,85.92,89.68,2,1,1,1,9,238.667
1,94546,511000,2,2,1070,0,161,478,400.0,40,7,12,79501,88.15,83.57,92.74,2,1,1,1,4,267.5
2,94541,665000,3,2,1468,1236,178,453,241.0,11,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,293.6
0,94541,880000,4,3,1672,7192,106,526,0.0,79,3,12,60963,87.8,85.92,89.68,2,1,1,1,12,238.857
0,94544,525000,4,2,1246,13500,143,421,0.0,85,3,12,62863,84.1,89.19,79.0,2,1,1,1,8,207.667
0,94544,690000,3,2,1455,6200,137,474,0.0,71,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,291.0
0,94541,960000,4,3,2138,6534,91,449,0.0,68,3,12,60963,87.8,85.92,89.68,2,1,1,1,12,305.429
0,94545,801000,3,2,1609,5005,157,498,0.0,65,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,321.8
1,94545,360888,1,1,608,0,149,594,282.0,35,5,8,75524,96.3,95.79,96.82,2,0,1,1,1,304.0
0,94545,817000,3,2,1227,6322,100,666,0.0,65,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,245.4
0,94545,785000,3,2,1601,6798,161,490,0.0,65,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,320.2
0,94545,750000,3,2,1556,5670,169,482,0.0,61,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,311.2
0,94545,710000,3,2,1260,5600,164,563,0.0,62,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,252.0
2,94544,575000,3,2,1457,2708,95,395,371.0,44,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,291.4
0,94545,800000,3,2,1632,2201,129,490,139.0,3,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,326.4
0,94545,812000,3,2,1650,1912,128,492,135.0,6,5,8,75524,96.3,95.79,96.82,2,0,1,1,6,330.0
0,94545,805000,4,2,1684,2252,161,478,139.0,4,5,8,75524,96.3,95.79,96.82,2,0,1,1,8,280.667
0,94545,840000,4,2,1998,2940,94,420,130.0,13,5,8,75524,96.3,95.79,96.82,2,0,1,1,8,333.0
0,94544,755000,3,2,1231,4992,94,613,0.0,67,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,246.2
0,94544,761000,3,2,1651,0,123,513,0.0,67,3,12,62863,84.1,89.19,79.0,2,1,1,1,6,330.2
0,94541,520000,3,1,1105,19964,111,471,0.0,70,3,12,60963,87.8,85.92,89.68,2,1,1,1,3,276.25
0,94541,701000,3,2,1200,8162,155,584,0.0,66,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,240.0
0,94541,620000,2,1,1156,7494,95,536,0.0,93,3,12,60963,87.8,85.92,89.68,2,1,1,1,2,385.333
1,94541,460000,2,2,1077,0,45,427,260.0,32,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,269.25
1,94541,560000,3,2,1257,0,35,446,0.0,16,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,251.4
0,94580,745000,3,2,1452,8732,157,513,10.0,73,3,8,74949,81.07,86.47,75.67,0,0,0,0,6,290.4
0,94541,792000,4,3,1460,7500,71,542,0.0,74,3,12,60963,87.8,85.92,89.68,2,1,1,1,12,208.571
0,94541,650000,2,2,1017,6246,101,639,0.0,81,3,12,60963,87.8,85.92,89.68,2,1,1,1,4,254.25
0,94541,817000,3,2,1810,10020,121,451,0.0,69,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,362.0
1,94541,783000,4,4,1716,1716,84,456,217.0,4,3,12,60963,87.8,85.92,89.68,2,1,1,1,16,214.5
2,94541,710000,3,4,1515,1585,28,469,240.0,13,3,12,60963,87.8,85.92,89.68,2,1,1,1,12,216.429
0,94580,655000,3,1,1369,5200,111,478,0.0,70,3,8,74949,81.07,86.47,75.67,0,0,0,0,3,342.25
0,94541,718555,4,2,1444,5440,50,498,0.0,70,3,12,60963,87.8,85.92,89.68,2,1,1,1,8,240.667
0,94541,715000,3,2,1156,5150,71,619,0.0,70,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,231.2
1,94541,553000,3,2,1487,0,155,372,405.0,35,3,12,60963,87.8,85.92,89.68,2,1,1,1,6,297.4
0,94542,1150000,4,4,2868,10668,177,401,31.0,57,4,1,84584,89.03,87.43,90.63,2,0,1,1,16,358.5
1,94544,440000,2,2,926,0,176,475,420.0,33,3,12,62863,84.1,89.19,79.0,2,1,1,1,4,231.5
0,94546,855000,3,2,1145,5400,39,747,0.0,62,7,12,79501,88.15,83.57,92.74,0,1,0,0,6,229.0
