address,property_type,zipcode,price,beds,baths,sqft,lot_size,days_on_market,price_per_sqft,hoa_month,lat,long,property_age,school_rating,school_count,bart_count,median_income,hotness_score,supply_score,demand_score,malls_count,university_count
"3 harkness cir, hayward, ca 94542",Single Family Residential,94542,1389950,6,4,3399,5105,172,409,180.0,37.650868,-122.006722,2,4,1,0,84584,89.03,87.43,90.63,1,2
"99 dunfirth dr, hayward, ca 94542",Single Family Residential,94542,1900000,5,4,4657,8385,25,408,190.0,37.6485336,-122.0068604,3,4,1,0,84584,89.03,87.43,90.63,1,2
"30250 oakbrook rd, hayward, ca 94544",Single Family Residential,94544,1165000,3,3,2419,6000,111,482,0.0,37.6222733,-122.0446572,22,3,12,1,62863,84.1,89.19,79.0,1,2
"31299 oakhill way, hayward, ca 94544",Single Family Residential,94544,820000,5,3,1950,5005,147,421,0.0,37.61579,-122.0389517,66,3,12,1,62863,84.1,89.19,79.0,1,2
"31468 burnham way, hayward, ca 94544",Single Family Residential,94544,786000,3,2,1509,5005,112,521,0.0,37.6171167,-122.0341339,65,3,12,1,62863,84.1,89.19,79.0,1,2
"437 fairway st, hayward, ca 94544",Single Family Residential,94544,820000,3,2,1434,5460,1,572,0.0,37.6215113,-122.0390183,66,3,12,1,62863,84.1,89.19,79.0,1,2
"21976 prospect st, hayward, ca 94541",Single Family Residential,94541,930000,4,2,2460,6000,67,378,0.0,37.67939570000001,-122.0901578,82,3,12,1,60963,87.8,85.92,89.68,1,2
"18381 haven, hayward, ca 94541",Single Family Residential,94541,660000,3,2,1256,6050,49,525,0.0,37.6855321,-122.1082196,79,3,12,1,60963,87.8,85.92,89.68,1,2
"18250 via arriba, san lorenzo, ca 94580",Single Family Residential,94580,820000,3,2,1256,5148,70,653,10.0,37.6707453,-122.12259579999998,68,3,8,0,74949,81.07,86.47,75.67,0,0
"21239 gary dr unit 301a, hayward, ca 94546",Condo/Co-op,94546,425000,2,2,1393,0,111,305,0.0,37.6866748,-122.0903061,29,7,12,1,79501,88.15,83.57,92.74,1,2
"18488 haven st, hayward, ca 94541",Single Family Residential,94541,705000,3,2,1090,6042,101,647,0.0,37.6857034,-122.1078091,79,3,12,1,60963,87.8,85.92,89.68,1,2
"21117 gary dr #118, hayward, ca 94546",Condo/Co-op,94546,515000,2,2,1041,0,45,495,421.0,37.6883281,-122.09201000000002,40,7,12,1,79501,88.15,83.57,92.74,1,2
"108 anderly ct #3, hayward, ca 94541",Condo/Co-op,94541,444000,2,2,940,0,70,472,458.0,37.67407470000001,-122.1058658,29,3,12,1,60963,87.8,85.92,89.68,1,2
"21590 princeton st, hayward, ca 94541",Single Family Residential,94541,720000,4,2,2500,7500,21,288,0.0,37.6760293,-122.1017256,79,3,12,1,60963,87.8,85.92,89.68,1,2
"215 poplar ave, hayward, ca 94541",Townhouse,94541,565000,2,2,1272,1272,17,444,200.0,37.670912,-122.100558,41,3,12,1,60963,87.8,85.92,89.68,1,2
"1163 cotter way, hayward, ca 94541",Single Family Residential,94541,740000,3,1,1263,6840,16,586,0.0,37.68121420000001,-122.0906904,83,3,12,1,60963,87.8,85.92,89.68,1,2
"21228 gary dr #202, hayward, ca 94546",Condo/Co-op,94546,525000,2,2,1049,5760,14,500,421.0,37.6872765,-122.0897678,39,7,12,1,79501,88.15,83.57,92.74,1,2
"256 louette ct, hayward, ca 94541",Single Family Residential,94541,815000,3,2,1719,5280,11,474,0.0,37.6756238,-122.1151417,66,3,12,1,60963,87.8,85.92,89.68,1,2
"51 country club dr, hayward, ca 94542",Single Family Residential,94542,1960000,5,4,4657,7605,101,421,190.0,37.6493301,-122.0119727,5,4,1,0,84584,89.03,87.43,90.63,1,2
"190 benmore dr, hayward, ca 94542",Single Family Residential,94542,1499950,5,4,3100,0,65,484,180.0,37.65133,-122.006426,2,4,1,0,84584,89.03,87.43,90.63,1,2
"4405 quicksilver ct, hayward, ca 94542",Single Family Residential,94542,1165000,4,2,2962,11614,119,393,0.0,37.6564641,-122.0201456,28,4,1,0,84584,89.03,87.43,90.63,1,2
"50 arundel dr, hayward, ca 94542",Single Family Residential,94542,1500000,6,6,5050,8601,59,297,180.0,37.6546006,-122.0135727,13,4,1,0,84584,89.03,87.43,90.63,1,2
"230 benmore dr, hayward, ca 94542",Single Family Residential,94542,1310000,4,3,2260,3307,74,580,180.0,37.649512,-122.004613,1,4,1,0,84584,89.03,87.43,90.63,1,2
"2359 arf, hayward, ca 94545",Townhouse,94545,475000,2,2,988,817,128,481,268.0,37.624507,-122.09354,51,5,8,0,75524,96.3,95.79,96.82,1,2
"27508 gainesville ave, hayward, ca 94545",Single Family Residential,94545,755000,3,2,1413,5800,161,534,0.0,37.6296183,-122.0913343,65,5,8,0,75524,96.3,95.79,96.82,1,2
"2385 tallahassee st, hayward, ca 94545",Single Family Residential,94545,795000,3,2,1179,5600,30,674,0.0,37.6345515,-122.10340490000002,62,5,8,0,75524,96.3,95.79,96.82,1,2
"2905 union ave, hayward, ca 94541",Single Family Residential,94541,741000,3,2,1452,7954,52,510,0.0,37.6855697,-122.05389209999998,69,3,12,1,60963,87.8,85.92,89.68,1,2
"23826 madeiros ave, hayward, ca 94541",Single Family Residential,94541,825000,3,2,1438,7553,31,574,0.0,37.6790202,-122.0560231,81,3,12,1,60963,87.8,85.92,89.68,1,2
"805 estancia ct #14, san lorenzo, ca 94541",Townhouse,94541,755000,3,4,1523,1173,70,496,235.0,37.666491,-122.115275,1,3,12,1,60963,87.8,85.92,89.68,0,0
"19101 hathaway ave, hayward, ca 94541",Single Family Residential,94541,908000,4,2,2122,9858,18,428,0.0,37.6766293,-122.1152748,63,3,12,1,60963,87.8,85.92,89.68,1,2
"21173 estancia cmn #2, san lorenzo, ca 94541",Townhouse,94541,770000,3,4,1703,1220,2,452,236.0,37.666244,-122.115615,1,3,12,1,60963,87.8,85.92,89.68,0,0
"1002 cheryl ann cir #49, hayward, ca 94544",Condo/Co-op,94544,382000,2,1,977,0,101,391,475.0,37.63584520000001,-122.0770096,42,3,12,1,62863,84.1,89.19,79.0,1,2
"725 auburn pl #109, hayward, ca 94544",Condo/Co-op,94544,380000,2,2,1000,5760,130,380,487.0,37.6335094,-122.0710664,41,3,12,1,62863,84.1,89.19,79.0,1,2
"29333 ruus rd, hayward, ca 94544",Single Family Residential,94544,761000,3,2,1282,5858,49,594,0.0,37.6215782,-122.0643691,75,3,12,1,62863,84.1,89.19,79.0,1,2
"27779 vasona ct #24, hayward, ca 94544",Townhouse,94544,505000,2,2,1071,0,93,472,345.0,37.6323078,-122.069781,36,3,12,1,62863,84.1,89.19,79.0,1,2
"25380 parklane dr, hayward, ca 94544",Condo/Co-op,94544,679500,2,2,1445,0,10,470,310.0,37.654666,-122.072073,1,3,12,1,62863,84.1,89.19,79.0,1,2
"25123 angelina ln, hayward, ca 94544",Townhouse,94544,520000,2,2,1274,5760,11,408,401.0,37.656694,-122.0742425,19,3,12,1,62863,84.1,89.19,79.0,1,2
"25256 villager ln, hayward, ca 94544",Condo/Co-op,94544,679500,2,2,1445,715,2,470,330.0,37.65549,-122.07214,1,3,12,1,62863,84.1,89.19,79.0,1,2
"22140 castille ln #83, hayward, ca 94541",Townhouse,94541,615000,3,3,1486,0,39,414,446.0,37.6809729,-122.0836557,39,3,12,1,60963,87.8,85.92,89.68,1,2
"1829 riverbank ave, castro valley, ca 94546",Single Family Residential,94546,715000,3,2,1174,5550,106,609,0.0,37.6875246,-122.0858028,74,7,12,1,79501,88.15,83.57,92.74,0,0
"21249 ocean view dr, hayward, ca 94541",Single Family Residential,94541,670000,5,2,1556,7500,44,431,0.0,37.6838158,-122.0945515,74,3,12,1,60963,87.8,85.92,89.68,1,2
"1835 knox st, castro valley, ca 94546",Single Family Residential,94546,830000,3,2,1302,5850,85,637,0.0,37.68248320000001,-122.0759149,60,7,12,1,79501,88.15,83.57,92.74,0,0
"21117 gary dr #211, hayward, ca 94546",Condo/Co-op,94546,515000,2,2,1041,0,70,513,450.0,37.6883281,-122.09201000000002,40,7,12,1,79501,88.15,83.57,92.74,1,2
"2613 northern cross rd, hayward, ca 94545",Townhouse,94545,693000,2,2,1526,0,56,454,269.0,37.6129315,-122.0897157,13,5,8,0,75524,96.3,95.79,96.82,1,2
"20381 royal ave, hayward, ca 94541",Townhouse,94541,588000,2,2,1221,0,107,482,340.0,37.6688402,-122.115728,17,3,12,1,60963,87.8,85.92,89.68,1,2
"31213 tepic pl #33, hayward, ca 94544",Condo/Co-op,94544,605000,3,2,1435,0,128,422,360.0,37.6179243,-122.0366987,40,3,12,1,62863,84.1,89.19,79.0,1,2
"410 revere ave, hayward, ca 94544",Single Family Residential,94544,760000,3,2,1586,5550,36,479,0.0,37.61322670000001,-122.0306703,70,3,12,1,62863,84.1,89.19,79.0,1,2
"1902 barton way, hayward, ca 94545",Single Family Residential,94545,620000,3,2,1033,3222,162,600,0.0,37.6434946,-122.1155632,30,5,8,0,75524,96.3,95.79,96.82,1,2
"2173 laguna dr, hayward, ca 94545",Single Family Residential,94545,934000,4,3,2051,4420,78,455,0.0,37.6418195,-122.1136331,29,5,8,0,75524,96.3,95.79,96.82,1,2
"26076 gettysburg ave, hayward, ca 94545",Single Family Residential,94545,755000,3,2,1151,5022,168,656,0.0,37.6347791,-122.1098614,63,5,8,0,75524,96.3,95.79,96.82,1,2
"28502 gulfport cir, hayward, ca 94545",Single Family Residential,94545,855000,3,2,1687,4626,102,507,202.0,37.6160225,-122.09393020000002,13,5,8,0,75524,96.3,95.79,96.82,1,2
"436 sycamore ave, hayward, ca 94544",Single Family Residential,94544,450000,2,1,1000,3400,161,450,0.0,37.6609854,-122.0831009,101,3,12,1,62863,84.1,89.19,79.0,1,2
"335 ocie way, hayward, ca 94541",Single Family Residential,94541,675000,3,1,1651,0,162,513,0.0,37.6601065,-122.0988119,68,3,12,1,60963,87.8,85.92,89.68,1,2
"26732 gaither way, hayward, ca 94544",Single Family Residential,94544,725000,3,2,1578,5040,36,459,0.0,37.6386135,-122.0823686,68,3,12,1,62863,84.1,89.19,79.0,1,2
"26294 ventura ave, hayward, ca 94544",Single Family Residential,94544,500000,3,2,1130,5005,111,442,0.0,37.6439273,-122.0782185,68,3,12,1,62863,84.1,89.19,79.0,1,2
"24132 zorro ct, hayward, ca 94541",Single Family Residential,94541,760000,3,2,1084,6030,158,701,0.0,37.6739923,-122.0647242,70,3,12,1,60963,87.8,85.92,89.68,1,2
"2571 admiral cir, hayward, ca 94545",Single Family Residential,94545,983000,3,2,2046,2889,162,480,217.0,37.612122,-122.088491,2,5,8,0,75524,96.3,95.79,96.82,1,2
"2719 spindrift ct, hayward, ca 94545",Single Family Residential,94545,1390000,5,3,3651,6012,21,381,42.0,37.6084271,-122.0924656,18,5,8,0,75524,96.3,95.79,96.82,1,2
"27633 anderson pl, hayward, ca 94544",Single Family Residential,94544,680000,3,2,1061,5500,101,641,0.0,37.6394206,-122.06237140000002,71,3,12,1,62863,84.1,89.19,79.0,1,2
"31213 tepic pl #36, hayward, ca 94544",Townhouse,94544,600000,3,2,1435,0,161,418,360.0,37.6179243,-122.0366987,40,3,12,1,62863,84.1,89.19,79.0,1,2
"28041 tampa ave, hayward, ca 94544",Single Family Residential,94544,665000,3,2,1260,5000,64,528,0.0,37.6265997,-122.0756885,65,3,12,1,62863,84.1,89.19,79.0,1,2
"31164 birkdale way, hayward, ca 94544",Single Family Residential,94544,828000,3,2,1231,5005,11,673,0.0,37.6161874,-122.0401727,66,3,12,1,62863,84.1,89.19,79.0,1,2
"29628 desert oak ct #33, hayward, ca 94544",Condo/Co-op,94544,340000,1,1,531,0,14,640,364.0,37.6305874,-122.04639109999998,36,3,12,1,62863,84.1,89.19,79.0,1,2
"27896 e 11th st, hayward, ca 94544",Single Family Residential,94544,635000,2,1,896,6280,74,709,0.0,37.6393062,-122.0596634,75,3,12,1,62863,84.1,89.19,79.0,1,2
"638 moss way, hayward, ca 94541",Townhouse,94541,728888,3,2,1809,0,105,403,225.0,37.6617929,-122.0930501,7,3,12,1,60963,87.8,85.92,89.68,1,2
"24215 2nd st, hayward, ca 94541",Single Family Residential,94541,854096,3,4,2009,1595,80,425,240.0,37.6697479,-122.0717744,1,3,12,1,60963,87.8,85.92,89.68,1,2
"1239 george cir, hayward, ca 94541",Townhouse,94541,750000,3,2,1809,0,31,415,225.0,37.6609843,-122.0908521,8,3,12,1,60963,87.8,85.92,89.68,1,2
"24557 pontiac st, hayward, ca 94544",Single Family Residential,94544,720000,3,1,1043,5115,50,690,0.0,37.6590853,-122.0839442,71,3,12,1,62863,84.1,89.19,79.0,1,2
"749 plantation ln, hayward, ca 94544",Single Family Residential,94544,710000,3,2,1373,0,84,517,194.0,37.659643,-122.076552,19,3,12,1,62863,84.1,89.19,79.0,1,2
"25983 abbington pl, hayward, ca 94542",Single Family Residential,94542,1079000,4,2,2173,13680,73,497,31.0,37.66437620000001,-122.0479206,61,4,1,0,84584,89.03,87.43,90.63,1,2
"28574 starboard ln, hayward, ca 94545",Single Family Residential,94545,885000,4,3,1835,2446,29,482,202.0,37.6146912,-122.092155,14,5,8,0,75524,96.3,95.79,96.82,1,2
"32272 valiant, union city, ca 94587",Single Family Residential,94587,931786,3,2,1374,6600,24,678,0.0,37.6057746,-122.0556679,50,6,10,1,86939,78.51,87.09,69.94,0,0
"2543 lancaster rd, hayward, ca 94542",Single Family Residential,94542,955000,3,2,1623,9492,164,588,31.0,37.6647434,-122.0515834,65,4,1,0,84584,89.03,87.43,90.63,1,2
"273 arrowhead way, hayward, ca 94544",Single Family Residential,94544,1125000,6,3,2910,5100,151,387,10.0,37.6250906,-122.048076,21,3,12,1,62863,84.1,89.19,79.0,1,2
"1654 welford cir, hayward, ca 94544",Single Family Residential,94544,915750,5,3,2230,3594,38,411,125.0,37.6186285,-122.068675,16,3,12,1,62863,84.1,89.19,79.0,1,2
"1974 tulip ave, hayward, ca 94545",Single Family Residential,94545,821000,4,3,1588,6060,94,517,0.0,37.6238027,-122.0839717,57,5,8,0,75524,96.3,95.79,96.82,1,2
"22770 alice st, hayward, ca 94541",Single Family Residential,94541,580000,3,1,913,6235,49,635,0.0,37.6669618,-122.0895143,91,3,12,1,60963,87.8,85.92,89.68,1,2
"835 challenger way, hayward, ca 94544",Condo/Co-op,94544,522000,2,2,1110,0,91,470,354.0,37.658806,-122.074287,34,3,12,1,62863,84.1,89.19,79.0,1,2
"2207 speros ct, hayward, ca 94544",Single Family Residential,94544,820000,3,2,1938,1778,66,423,221.0,37.652867,-122.085965,3,3,12,1,62863,84.1,89.19,79.0,1,2
"260 flint ct #18, hayward, ca 94541",Condo/Co-op,94541,475000,2,2,1010,5760,56,470,444.0,37.6699779,-122.1087019,30,3,12,1,60963,87.8,85.92,89.68,1,2
"357 beale dr, hayward, ca 94544",Single Family Residential,94544,445000,3,1,951,5500,111,468,0.0,37.6371157,-122.0612172,71,3,12,1,62863,84.1,89.19,79.0,1,2
"27786 ross pl, hayward, ca 94544",Single Family Residential,94544,820000,4,4,2081,7560,109,394,0.0,37.6384901,-122.0610618,71,3,12,1,62863,84.1,89.19,79.0,1,2
"26957 patrick ave, hayward, ca 94544",Single Family Residential,94544,720000,3,2,1148,5060,58,627,0.0,37.6375232,-122.0798608,63,3,12,1,62863,84.1,89.19,79.0,1,2
"1657 highland blvd, hayward, ca 94542",Single Family Residential,94542,405000,3,2,1832,6800,111,221,0.0,37.6633816,-122.06237140000002,65,4,1,0,84584,89.03,87.43,90.63,1,2
"132 dunfirth ct, hayward, ca 94542",Single Family Residential,94542,1687000,5,4,3965,9301,148,425,180.0,37.64874,-122.0089722,3,4,1,0,84584,89.03,87.43,90.63,1,2
"28587 rochelle ave, hayward, ca 94544",Single Family Residential,94544,715000,4,2,1260,5000,70,567,0.0,37.6324807,-122.0605957,67,3,12,1,62863,84.1,89.19,79.0,1,2
"140 hermes ct, hayward, ca 94544",Single Family Residential,94544,590000,3,1,1517,5500,126,389,0.0,37.65104570000001,-122.0802603,70,3,12,1,62863,84.1,89.19,79.0,1,2
"893 resota st, hayward, ca 94545",Single Family Residential,94545,805000,3,2,1350,10644,150,596,0.0,37.6482391,-122.0997438,62,5,8,0,75524,96.3,95.79,96.82,1,2
"2721 hidden ln, hayward, ca 94541",Single Family Residential,94541,956250,7,4,2085,17150,147,459,0.0,37.6750216,-122.0549132,73,3,12,1,60963,87.8,85.92,89.68,1,2
"22818 upland way, hayward, ca 94541",Single Family Residential,94541,825000,3,2,1610,6200,116,512,0.0,37.6836613,-122.0595746,73,3,12,1,60963,87.8,85.92,89.68,1,2
"23743 twin creeks ct, hayward, ca 94541",Single Family Residential,94541,1060000,4,4,2662,10241,77,398,0.0,37.67859,-122.0607733,16,3,12,1,60963,87.8,85.92,89.68,1,2
"29932 vanderbilt st, hayward, ca 94544",Single Family Residential,94544,765000,4,2,1750,6650,63,437,0.0,37.6285463,-122.0428368,59,3,12,1,62863,84.1,89.19,79.0,1,2
"611 gisler way, hayward, ca 94544",Single Family Residential,94544,770000,3,2,1532,6000,154,503,0.0,37.6285895,-122.04257040000002,61,3,12,1,62863,84.1,89.19,79.0,1,2
"636 chevy chase way, hayward, ca 94544",Single Family Residential,94544,805000,3,2,1461,5976,105,551,0.0,37.6275145,-122.0409942,63,3,12,1,62863,84.1,89.19,79.0,1,2
"25341 parklane dr, hayward, ca 94544",Townhouse,94544,667000,2,2,1445,715,128,462,330.0,37.6548428,-122.0727494,2,3,12,1,62863,84.1,89.19,79.0,1,2
"1027 shelley ln, hayward, ca 94544",Single Family Residential,94544,670000,3,2,1542,5005,164,435,0.0,37.6300374,-122.0729808,66,3,12,1,62863,84.1,89.19,79.0,1,2
"25799 bel aire dr, hayward, ca 94542",Single Family Residential,94542,700000,3,1,1050,5225,39,667,0.0,37.6534536,-122.067876,71,4,1,0,84584,89.03,87.43,90.63,1,2
"2171 kelly st, hayward, ca 94541",Single Family Residential,94541,795000,3,2,1260,15841,142,631,0.0,37.6836493,-122.062327,78,3,12,1,60963,87.8,85.92,89.68,1,2
"2546 admiral cir, hayward, ca 94545",Single Family Residential,94545,1100000,4,3,2161,2280,9,509,219.0,37.612676,-122.088161,2,5,8,0,75524,96.3,95.79,96.82,1,2
"2744 breaker ln, hayward, ca 94545",Single Family Residential,94545,1215000,5,3,2583,8630,58,470,35.0,37.6071917,-122.093087,17,5,8,0,75524,96.3,95.79,96.82,1,2
"2400 homer ln, hayward, ca 94545",Single Family Residential,94545,900000,3,2,1687,2991,49,533,202.0,37.6140652,-122.0917222,10,5,8,0,75524,96.3,95.79,96.82,1,2
"25550 camino vis, hayward, ca 94541",Single Family Residential,94541,975500,4,2,2024,9426,65,482,0.0,37.6694955,-122.0490972,43,3,12,1,60963,87.8,85.92,89.68,1,2
"29591 vanderbilt st #208, hayward, ca 94544",Condo/Co-op,94544,445000,2,2,878,0,163,507,404.0,37.63123570000001,-122.0456254,33,3,12,1,62863,84.1,89.19,79.0,1,2
"29422 urbia way, hayward, ca 94544",Condo/Co-op,94544,795000,4,6,1885,0,105,422,400.0,37.6308999,-122.0504643,1,3,12,1,62863,84.1,89.19,79.0,1,2
"29628 desert oak ct #32, hayward, ca 94544",Condo/Co-op,94544,335000,1,1,531,0,112,631,350.0,37.6305874,-122.04639109999998,36,3,12,1,62863,84.1,89.19,79.0,1,2
"31043 hershey way, hayward, ca 94544",Single Family Residential,94544,845000,4,2,1522,5005,80,555,0.0,37.6175579,-122.0402171,66,3,12,1,62863,84.1,89.19,79.0,1,2
"28780 vista grande dr, hayward, ca 94544",Single Family Residential,94544,1300000,5,3,3150,5446,85,413,132.0,37.6379123,-122.0461006,3,3,12,1,62863,84.1,89.19,79.0,1,2
"1289 rieger ave, hayward, ca 94544",Single Family Residential,94544,720000,3,2,1119,5406,119,643,0.0,37.6330085,-122.0789065,65,3,12,1,62863,84.1,89.19,79.0,1,2
"27110 parkside dr, hayward, ca 94542",Single Family Residential,94542,764000,2,2,890,30449,43,858,0.0,37.65728370000001,-122.0412828,82,4,1,0,84584,89.03,87.43,90.63,1,2
"22542 amador st #3, hayward, ca 94541",Townhouse,94541,667000,3,2,1468,1286,63,454,241.0,37.6658114,-122.1003085,11,3,12,1,60963,87.8,85.92,89.68,1,2
"1042 old oak ln, hayward, ca 94541",Townhouse,94541,725000,4,2,1918,1454,70,378,241.0,37.6641996,-122.0979225,11,3,12,1,60963,87.8,85.92,89.68,1,2
"21109 gary dr apt 202, hayward, ca 94546",Condo/Co-op,94546,550000,2,2,1041,0,127,528,421.0,37.6883281,-122.09201000000002,40,7,12,1,79501,88.15,83.57,92.74,1,2
"27917 mandarin ave, hayward, ca 94544",Single Family Residential,94544,700000,4,2,1680,5000,35,417,0.0,37.62555800000001,-122.0793726,67,3,12,1,62863,84.1,89.19,79.0,1,2
"642 carmar st, hayward, ca 94544",Single Family Residential,94544,680000,3,2,1274,5200,31,534,0.0,37.6278217,-122.0649906,64,3,12,1,62863,84.1,89.19,79.0,1,2
"648 toomey ter, hayward, ca 94544",Single Family Residential,94544,1055000,4,3,2954,2954,81,357,183.0,37.6243578,-122.0587325,1,3,12,1,62863,84.1,89.19,79.0,1,2
"2067 quail canyon ct, hayward, ca 94542",Single Family Residential,94542,1075000,3,2,2667,16646,140,403,8.0,37.6627243,-122.0555347,35,4,1,0,84584,89.03,87.43,90.63,1,2
"1737 dover pl, hayward, ca 94541",Townhouse,94541,566000,3,3,1274,1250,87,444,369.0,37.6739818,-122.0657452,43,3,12,1,60963,87.8,85.92,89.68,1,2
"3621 skyline dr, hayward, ca 94542",Single Family Residential,94542,1000000,4,2,2060,11161,135,485,0.0,37.6519669,-122.0251861,45,4,1,0,84584,89.03,87.43,90.63,1,2
"3460 pinewood dr, hayward, ca 94542",Single Family Residential,94542,1100000,3,2,1928,12740,52,571,0.0,37.6511449,-122.03142520000002,49,4,1,0,84584,89.03,87.43,90.63,1,2
"369 tippecanoe ave, hayward, ca 94544",Single Family Residential,94544,580000,4,2,1851,5500,111,313,0.0,37.609163,-122.0259854,70,3,12,1,62863,84.1,89.19,79.0,1,2
"402 tamarack dr, union city, ca 94587",Single Family Residential,94587,810000,3,2,1164,6552,35,696,0.0,37.607947,-122.0233875,65,6,10,1,86939,78.51,87.09,69.94,0,0
"1127 garin ave, hayward, ca 94544",Single Family Residential,94544,1150000,4,3,2464,5760,151,467,0.0,37.6278001,-122.0336233,68,3,12,1,62863,84.1,89.19,79.0,1,2
"355 frederic ave, hayward, ca 94544",Single Family Residential,94544,805000,4,2,1450,5650,30,555,0.0,37.654118,-122.0793726,69,3,12,1,62863,84.1,89.19,79.0,1,2
"24583 diamond ridge dr, hayward, ca 94544",Condo/Co-op,94544,630000,3,2,1670,0,59,377,200.0,37.656028000000006,-122.089725,30,3,12,1,62863,84.1,89.19,79.0,1,2
"29076 eden shores dr, hayward, ca 94545",Single Family Residential,94545,1157650,5,3,2687,5315,119,431,35.0,37.6090001,-122.0930426,17,5,8,0,75524,96.3,95.79,96.82,1,2
"20 orchard cir, hayward, ca 94544",Single Family Residential,94544,817500,3,2,1938,1472,72,422,168.0,37.6552281,-122.0863258,5,3,12,1,62863,84.1,89.19,79.0,1,2
"17170 esteban st, hayward, ca 94541",Single Family Residential,94541,715000,3,2,1858,5415,102,385,0.0,37.6913612,-122.1037821,77,3,12,1,60963,87.8,85.92,89.68,1,2
"22140 castille ln #81, hayward, ca 94541",Condo/Co-op,94541,605500,3,3,1432,0,111,423,0.0,37.6809729,-122.0836557,39,3,12,1,60963,87.8,85.92,89.68,1,2
"21109 gary dr #107, hayward, ca 94546",Condo/Co-op,94546,511000,2,2,1070,0,161,478,400.0,37.6883281,-122.09201000000002,40,7,12,1,79501,88.15,83.57,92.74,1,2
"200 old oak ln #2, hayward, ca 94541",Townhouse,94541,665000,3,2,1468,1236,178,453,241.0,37.66606420000001,-122.10016840000002,11,3,12,1,60963,87.8,85.92,89.68,1,2
"768 paradise blvd, hayward, ca 94541",Single Family Residential,94541,880000,4,3,1672,7192,106,526,0.0,37.686513,-122.1067108,79,3,12,1,60963,87.8,85.92,89.68,1,2
"25531 franklin ave, hayward, ca 94544",Single Family Residential,94544,525000,4,2,1246,13500,143,421,0.0,37.6514359,-122.0773086,85,3,12,1,62863,84.1,89.19,79.0,1,2
"414 culp ave, hayward, ca 94544",Single Family Residential,94544,690000,3,2,1455,6200,137,474,0.0,37.6527276,-122.0758216,71,3,12,1,62863,84.1,89.19,79.0,1,2
"21200 birch st, hayward, ca 94541",Single Family Residential,94541,960000,4,3,2138,6534,91,449,0.0,37.6845264,-122.0961491,68,3,12,1,60963,87.8,85.92,89.68,1,2
"1588 southgate st, hayward, ca 94545",Single Family Residential,94545,801000,3,2,1609,5005,157,498,0.0,37.6378794,-122.0917555,65,5,8,0,75524,96.3,95.79,96.82,1,2
"25090 copa del oro dr #101, hayward, ca 94545",Condo/Co-op,94545,360888,1,1,608,0,149,594,282.0,37.6445791,-122.1024006,35,5,8,0,75524,96.3,95.79,96.82,1,2
"1487 west st, hayward, ca 94545",Single Family Residential,94545,817000,3,2,1227,6322,100,666,0.0,37.6463658,-122.1120135,65,5,8,0,75524,96.3,95.79,96.82,1,2
"24551 ardenwood ct, hayward, ca 94545",Single Family Residential,94545,785000,3,2,1601,6798,161,490,0.0,37.6461917,-122.1127396,65,5,8,0,75524,96.3,95.79,96.82,1,2
"26164 danforth ln, hayward, ca 94545",Single Family Residential,94545,750000,3,2,1556,5670,169,482,0.0,37.6379946,-122.1043146,61,5,8,0,75524,96.3,95.79,96.82,1,2
"2371 tahiti st, hayward, ca 94545",Single Family Residential,94545,710000,3,2,1260,5600,164,563,0.0,37.633967,-122.1028058,62,5,8,0,75524,96.3,95.79,96.82,1,2
"27739 pistachio ct, hayward, ca 94544",Townhouse,94544,575000,3,2,1457,2708,95,395,371.0,37.6374459,-122.0654345,44,3,12,1,62863,84.1,89.19,79.0,1,2
"24248 nora cir, hayward, ca 94545",Single Family Residential,94545,800000,3,2,1632,2201,129,490,139.0,37.6469071,-122.1140929,3,5,8,0,75524,96.3,95.79,96.82,1,2
"1569 glenn st, hayward, ca 94545",Single Family Residential,94545,812000,3,2,1650,1912,128,492,135.0,37.6495686,-122.1174046,6,5,8,0,75524,96.3,95.79,96.82,1,2
"1563 denton ave, hayward, ca 94545",Single Family Residential,94545,805000,4,2,1684,2252,161,478,139.0,37.6466153,-122.1143584,4,5,8,0,75524,96.3,95.79,96.82,1,2
"567 ravenna way, hayward, ca 94545",Single Family Residential,94545,840000,4,2,1998,2940,94,420,130.0,37.64632020000001,-122.1175482,13,5,8,0,75524,96.3,95.79,96.82,1,2
"1368 mcbride ln, hayward, ca 94544",Single Family Residential,94544,755000,3,2,1231,4992,94,613,0.0,37.6379991,-122.0875393,67,3,12,1,62863,84.1,89.19,79.0,1,2
"1240 henderson ln, hayward, ca 94544",Single Family Residential,94544,761000,3,2,1651,0,123,513,0.0,37.6387003,-122.08461,67,3,12,1,62863,84.1,89.19,79.0,1,2
"649 sequoia rd, hayward, ca 94541",Single Family Residential,94541,520000,3,1,1105,19964,111,471,0.0,37.6584738,-122.105424,70,3,12,1,60963,87.8,85.92,89.68,1,2
"825 marvin way, hayward, ca 94541",Single Family Residential,94541,701000,3,2,1200,8162,155,584,0.0,37.6642056,-122.1123907,66,3,12,1,60963,87.8,85.92,89.68,1,2
"522 grove way, hayward, ca 94541",Single Family Residential,94541,620000,2,1,1156,7494,95,536,0.0,37.6783099,-122.0989257,93,3,12,1,60963,87.8,85.92,89.68,1,2
"595 blossom way #3, hayward, ca 94541",Condo/Co-op,94541,460000,2,2,1077,0,45,427,260.0,37.6783318,-122.1022331,32,3,12,1,60963,87.8,85.92,89.68,1,2
